rx,ry,lx,ly
0.320590310802766,0.9030363576846008,0.318052191031935,0.9221795502499075
0.320590310802766,0.9030363576846008,0.318052191031935,0.9221795502499075
0.31585451485285027,0.9056532957723133,0.32285629292522544,0.9145171488887046
0.2661407341222932,0.9578914364717838,0.36134623010625455,0.8278534342406894
0.2986242747878641,0.9186890071210411,0.3293212154068648,0.8865834673615558
0.306256043374856,0.8850756120254265,0.31248164130442213,0.8931124881442426
0.31194936403991397,0.8595409686773378,0.29745812734712596,0.8995393937496586
0.30868142087243683,0.8425746821844767,0.29796842501033594,0.8806371984287573
0.29808744317559294,0.8235057477372052,0.3020995465862489,0.8424574781031089
0.30315366321543447,0.8125213291423858,0.2911229027559027,0.8522642910970278
0.30161813347798605,0.8070831611736936,0.2953166918000489,0.8380322738465009
0.29998422744360476,0.8115746570033164,0.30073495481214263,0.823770670965472
0.3008539448381616,0.8047259657201382,0.3019939480355522,0.8184281521278529
0.3001798142148557,0.7913253767504361,0.29970484907870304,0.8124708879094716
0.3003775664265431,0.7883305794584072,0.30340755666175784,0.8009390105189673
0.30073537820298696,0.773961277618842,0.3074023349032748,0.78477188591385
0.29697134621832705,0.7628156072578852,0.30498019600570025,0.7706692201993536
0.2981984079665748,0.7622504124248067,0.30720855098345534,0.7743433372854903
0.29965428596965815,0.7463458929898069,0.3060104282456639,0.7668971452842257
0.2955882004130751,0.7423302259037896,0.3032923125555248,0.7567977844888111
0.29467771194390957,0.7353959969794165,0.3037033274403125,0.7485987578155875
0.2938223287311419,0.7389971494980639,0.30068772434758323,0.7439350123160019
0.29357932020025485,0.7213021874280549,0.3031427901702183,0.7507215415055961
0.2899214086615997,0.7268369178843059,0.29947576506215184,0.7404708510714644
0.2888867277859514,0.7298164639884829,0.29561984841139294,0.7415717181295228
0.28712433078964783,0.7176950095168532,0.2958930234268937,0.7388767232349177
0.2863280046543095,0.7125683597538172,0.29436290937621584,0.7381778780247882
0.2867647552681462,0.7187717266446312,0.2942749356506898,0.7237588590127548
0.28538109335051715,0.7182883712725107,0.29013181644810604,0.7437750144661122
0.2823339412243602,0.7103703939120066,0.2825560474843171,0.734630439896198
0.2797053876603768,0.7113354521209138,0.2858529211976006,0.721031971184468
0.2787014487927437,0.7075820205007245,0.2825373157161645,0.7263057150904999
0.272070992504737,0.7047515466918516,0.2768315179238558,0.7209873904055213
0.2677332184065341,0.7030881870313839,0.27413737002738686,0.7247007974795991
0.26577458642330415,0.6908513651274443,0.2706208331474848,0.7105341671283805
0.26425325221560536,0.691792340905183,0.26753285001064625,0.7178549047428994
0.2627200681960098,0.6927306968916471,0.2659122716396232,0.7041397584955267
0.26093352350171223,0.6901472315623245,0.2664195486070375,0.7053835972713233
0.2560080890669109,0.6855967335964872,0.25850674379157995,0.7048655429120859
0.25545316818809716,0.675159767667924,0.26270180479223754,0.7035195892036226
0.25320426069922164,0.6758255311838572,0.25691908260812907,0.6825948296819803
0.2501717727637484,0.6761349415062978,0.25594831463957857,0.6866058866116569
0.2475087327396009,0.6769406866783312,0.2535323084339765,0.6869525061313846
0.24704489417606063,0.6671579339866456,0.24932043313864627,0.6870995756676372
0.23791642700717755,0.6527918453056097,0.2456678009424806,0.6756899130812656
0.2399328109437839,0.6602866753221739,0.24545151869342352,0.670717629031286
0.23802843692746342,0.6576098130608778,0.242246980608114,0.6703907838417273
0.2336383160447859,0.6549721935286771,0.23761025789981682,0.6597867480826556
0.22868754685866885,0.6454196448166425,0.23410805606157684,0.6562243628867069
0.23031954749160774,0.6555649036772302,0.2303935844311562,0.6551999063102669
0.22809757583486065,0.647725168527397,0.23522237051735584,0.6543155493351304
0.222788447736962,0.641111080847945,0.22434535810645873,0.6416977549689283
0.21736519226218753,0.6379634360293875,0.22147333172218683,0.6400349933994924
0.21855444994693352,0.6379526168970927,0.22218071684579815,0.637180495577522
0.21102658384171208,0.6375113422472412,0.2136712354736408,0.6317301209563639
0.2153240940986558,0.633510063183929,0.21269993513965632,0.6372228048517129
0.21177094150426676,0.6317766366051316,0.21195416152551144,0.631767442922829
0.20427039367401456,0.6216143483519895,0.20568638445968573,0.6273349166994524
0.20497178141224986,0.622232557015811,0.20742445608935292,0.6221654900538827
0.20378544097495643,0.6234076066921124,0.2039360987207146,0.616005674408819
0.1959326611704689,0.6147262548484385,0.20000701886482863,0.6184292216447559
0.19052757470865195,0.6049663107169724,0.19706105861168832,0.6132658122220163
0.18949593461404357,0.6059825659229485,0.19592264009998694,0.6108462312776539
0.18558167349529245,0.6024918327083109,0.18966861847672808,0.6031254266014887
0.18456639041189238,0.5980232037070595,0.18865593893301996,0.6057934742271882
0.18566991093208976,0.6001298866196315,0.18544629703744692,0.6021771251700906
0.18493320797014806,0.6030114611390927,0.1833518471070807,0.6049075915641852
0.17877613520569785,0.5925962171198351,0.17891648331470664,0.594330031143173
0.17433544255072236,0.5893761112152225,0.1714642138449628,0.583333333370079
0.17503487826260378,0.5935403009942986,0.16846386309529324,0.5837154629047773
0.17469476020044541,0.5940823090306129,0.16884636142199536,0.5815226468282493
0.17048906674077977,0.591731169583066,0.16538450635650215,0.5801404953740803
0.17060190437463235,0.5872582864519361,0.16695189613085082,0.5815172930534551
0.16669963056793538,0.5828592479309125,0.15981375684270646,0.5746153380480051
0.17232880276496335,0.5952679190581524,0.13659345773662146,0.5422407161413221
0.17606025590878532,0.5966354046329687,0.15337964927019718,0.5612261907563202
0.1624046393983718,0.5785775122119224,0.14768428895099037,0.5531851314435491
0.16214902596766811,0.5775503582151271,0.1479515603428322,0.5583489083471042
0.15182948016968223,0.5708654267363644,0.1467342780224088,0.560019772383982
0.15493161202831562,0.5732693086684397,0.14365425596881506,0.5564029026408506
0.15000233025870005,0.5666580483560842,0.1386851998393587,0.5516763820459606
0.14969602533348422,0.5616252168273097,0.13646221884033866,0.5478672920851863
0.14475813780791583,0.5631431004652587,0.13264227050028565,0.549878099926112
0.1407068923151504,0.5535118952928233,0.13632723872767302,0.5453935826477435
0.13693030601401612,0.5470690204685681,0.12725747593460587,0.538972738924969
0.13826284256667282,0.5464779199392593,0.12439663787042683,0.5339894194230849
0.13984342546286269,0.5512705149994602,0.12549119402465447,0.5398600079523261
0.1361621888649875,0.5458946644581614,0.1196691613640017,0.5311079226344563
0.13511087826737073,0.5447920189343295,0.12160535120861889,0.5352631906207914
0.129512256154832,0.539691759395656,0.11783055094047189,0.5286336173540025
0.13397946438205374,0.541799588425739,0.09426471232014441,0.5051376032229429
0.1266754732070867,0.5360834689018974,0.10442744907936992,0.5236268712938157
0.11551876604473232,0.5334740910643305,0.11269563617300067,0.5306341322427558
0.11395532766076968,0.5320526304474574,0.09527428899656268,0.5171671558023387
0.11807217570328293,0.5331775220899477,0.10281155629194319,0.5137533029394691
0.11787134398943595,0.533522397570706,0.10629521246181306,0.5190134174863343
0.1117559514182591,0.5238342315530587,0.0979916111225837,0.5073142273508372
0.10967610550320193,0.5256960970167892,0.09847075566121759,0.5147845035515902
0.11510330413059783,0.5268987381615705,0.10082455871659633,0.5110835583549775
0.11194168274492894,0.5234892005110138,0.08962553955439376,0.5031272282941684
0.11147445286539184,0.5186006204349212,0.09027622661677936,0.5013301121946191
0.11815622400499914,0.5214576357619187,0.08043093116782996,0.4974271439299761
0.1241851626383439,0.5235526175153081,0.08330947854547645,0.49809455308861483
0.11560872256338561,0.52282113443613,0.07685762188566193,0.4950207729711931
0.11021749053810573,0.5193119783171738,0.08505850519952818,0.49843778779058684
0.10232403150326014,0.5114371150080135,0.06701025662730974,0.4859277248272853
0.10660723437665554,0.5121426853299067,0.08342918591636077,0.49773451065324226
0.09551705954186494,0.5058157900620277,0.07270740488829887,0.49233537440635555
0.10458225063859779,0.5179576996503461,0.06114573577945213,0.4827277282853793
0.10232353712704617,0.5063559251503549,0.07935437929748163,0.48893411279581844
0.09358333295086073,0.5017398148300145,0.06091885417712428,0.486263400875461
0.08843297858634336,0.5009828648709849,0.06680412173287877,0.48512203227551404
0.08539263391852725,0.49882549261568004,0.06576066753393853,0.48753709091498193
0.06928375225032431,0.4908270877274063,0.057250851252783314,0.4824872318497631
0.07591874590001277,0.4940919886586244,0.0652871013544271,0.4828900281399323
0.0770658737067885,0.49210986351193703,0.05693116065889408,0.4792622144969812
0.07898113602123766,0.4886638725775277,0.058615574758024085,0.4773875647152132
0.07165013548892385,0.48764451671803666,0.05136939682047499,0.4747553788720731
0.07179353550819786,0.48266541097972354,0.03976613453902507,0.4686820163914843
0.07261200776574593,0.48287115415471527,0.044868998062298694,0.4699323553330896
0.0839627798694898,0.4837612915450236,0.04787663435506615,0.4709324585047726
0.07202260292505437,0.4819882896653758,0.037818578523320115,0.46614457467918946
0.07590430207850699,0.4842781434699333,0.04541988527895058,0.46683662489810485
0.06983860715330435,0.47781939308482313,0.03133773800820718,0.4602348840040876
0.057985094110959645,0.47187000092741727,0.030266928470123956,0.46183795027595037
0.09099137147812326,0.48834350181539504,-0.002949348646715544,0.44573060068662484
0.06598059466105033,0.47728357451190373,0.028902241303318688,0.45712608302508784
0.06369920316112558,0.47233304683351757,0.021286766076281084,0.45025932233204113
0.05767938734972753,0.46659696232108855,0.010890732454937392,0.4498983284200789
0.05673557631221329,0.4659049728657189,0.017903596468132135,0.45086275138051035
0.05752354263091478,0.4655399851075665,0.018929022749084923,0.45420174353448367
0.043399490144950065,0.460179521445995,0.00894910150589936,0.44903133700571374
0.0410430712104531,0.45852857118973667,0.006022522229168082,0.4454573597260929
0.04995067854048692,0.45784612042769807,0.012295349159595736,0.4456344338265803
0.047570768682920345,0.45534850326790227,0.013967192239938432,0.44728801467333956
0.03832674853783518,0.45425128495052064,0.005404343695774827,0.44434602086458214
