er,el
0.012586054810858473,0.059974283667943606
0.1176589781860904,0.15961236535866183
0.14578196811456132,0.13774720677607372
0.17940664112224247,0.0806676490526623
0.11293034783483427,0.10849570146288402
0.09266539149843549,0.11309171996951654
0.05392304600353916,0.10487403304599835
0.041427598251364876,0.10078747767458522
0.010937147910472346,0.08354086131551777
0.014779773373452315,0.08031854916277081
0.09828742568005908,0.07330556322274819
0.0318906348784918,0.09287881311828046
0.07115806940425352,0.05307666872489375
0.051444142643554215,0.09388062537530578
0.05081531536020368,0.09125771363300204
0.0486862746336931,0.08700811789292291
0.04313205373336897,0.09335442940174
0.041096451533927075,0.09161395188267644
0.04225633468990121,0.09178645718926726
0.03468874795645968,0.09397523543011559
0.03613957990326506,0.08632241371856898
0.04438742352945583,0.08760651856698654
0.048330756845588144,0.08550182226731198
0.003893318866570746,0.08860410080663429
0.05501761167212558,0.09004884261606126
0.09334352497510075,0.06649523371707296
0.06846576309648236,0.09809479938258472
0.0671970559301299,0.09919877389434405
0.07010383631841656,0.0984623487767179
0.0675233726121405,0.10715696643925761
0.06316424139764157,0.0975701494301693
0.061963544578073744,0.09746492704731877
0.06704272597229743,0.0991230123791775
0.06538422876084979,0.09543078141171182
0.07841572291775457,0.08472712396251854
0.07210942129768219,0.07792449050544335
0.06767985657748336,0.07926949930090971
0.06308884384630215,0.07796037601943923
0.07063611745885316,0.076909187229797
0.0750979799809544,0.07779246531656547
0.07374864633133521,0.07405461550717185
0.06617128460980376,0.08227567422699213
0.07415212716655477,0.07947356217494636
0.07975830798046951,0.08420920856185961
0.08355444016061236,0.07585633969504631
0.08604747617232542,0.07670374601163735
0.07187919652489326,0.07117811724449066
0.07198376773148692,0.07261359538897881
0.07329809771012502,0.07720296279225945
0.07670384195010194,0.07161912586503717
0.0807071198553164,0.07349955756756975
0.0805836775632841,0.07973747717861018
0.09835992552032513,0.07441599902339169
0.09435290182843274,0.07267594677011528
0.09243805182662455,0.07587772229634498
0.0999837842191556,0.07691282303203854
0.11355073741565104,0.060144866124394215
0.10769267225505591,0.052535102898073636
0.1112165178490784,0.05929919241407213
0.1027777084746255,0.0558636978571638
0.1071747443640853,0.05440030445702036
0.10617491379463771,0.06252579676476204
0.11862901867914519,0.06069526699032635
0.10433407947547418,0.07618356414781806
0.09462245830450344,0.06434630814344242
0.10305898042145852,0.06542789084288791
0.10260407363876616,0.06821122557577033
0.10035239140002065,0.06388158285746878
0.11353327578736841,0.06418615356009562
0.10408208005227053,0.05763986511338086
0.10191442405329089,0.06711750443970116
0.09740384191870989,0.05525567957971411
0.09471185770064416,0.06352836027643255
0.10008434401769477,0.06243195476761412
0.09679546906598852,0.06295412395859959
0.09913987880549345,0.0615397564033028
0.09644984912009781,0.06750225837841095
0.0948794285628197,0.06573658174663637
0.09870674901740824,0.06613667081181247
0.09173834692652641,0.06351517440388285
0.10061327026505247,0.0646170999681159
0.09691011402861484,0.06716491790100933
0.09549567255403049,0.07156321225462528
0.09458955877460277,0.0760562627426026
0.08561429108789813,0.09825237163243686
0.09153248087072435,0.09957211240537113
0.08822696067896355,0.10118302390328829
0.08544838284829365,0.09493581644502354
0.08738653376234462,0.09245567865610149
0.08956758324751303,0.09004774225381894
0.09315588632454833,0.09783242400468875
0.11373289981235192,0.06606801014048037
0.11369329638810537,0.07041379883845493
0.11124901999124492,0.05996906960498097
0.1177249207956381,0.056166278735227365
0.08946868231256366,0.04848214587784633
0.10882753697208288,0.04637803558362684
0.1165231867798402,0.06140648391666913
0.10780209842510144,0.05856729832017309
0.10964615055146777,0.06075109695639871
0.11046770593238929,0.05325479385812791
0.1001036505953029,0.05586462377223065
0.10758017436621312,0.04524403177356238
0.10013157956771193,0.05668430662166691
0.09737623264790528,0.053162463314026645
0.09748242074691658,0.061997468274693074
0.09194999977612235,0.05606512908361884
0.10511349628427111,0.05692688712045115
0.09946555441522115,0.05115460461561771
0.09476448386441785,0.05496824356227452
0.09568218864772561,0.05580185400221871
0.0972716557553269,0.05177772909648939
0.0974951100833867,0.052059206251731674
0.09469711683485017,0.054665965055650946
0.0930580411915881,0.0575545849206788
0.09293186429390389,0.05662130346466876
0.09132039886928263,0.05928027000947992
0.10677576298577592,0.055910792296717686
0.09292050429719483,0.04942937433963957
0.09034427818624341,0.05550129856990048
0.08762205477787455,0.05757786774190421
0.0962824972641999,0.05337469837433877
0.0882776850721057,0.055479920677704
0.08789017877492696,0.05386956723970466
0.09513755428194985,0.06637472915244284
0.09230991563871951,0.06646603376970678
0.09097226637586275,0.0863706718323583
0.08672740367239958,0.08685958788246466
0.08645006445298462,0.061905600422852654
0.08403908440766153,0.062001499422037705
0.09239456309405845,0.0569775233082723
0.0800020038893195,0.052782210586530584
0.08734806025707087,0.05928040890611097
0.10230008493061535,0.04786537500957005
0.11276766876008289,0.047956342501997026
0.10541709340300974,0.04809938374558945
0.11868281424178058,0.04833027190637312
0.1135262018140864,0.04623883538858814
0.10808593645791327,0.04241315494130734
0.11742149523304661,0.043004447323192335
0.0954228327584787,0.04502743941052462
0.09708716539664033,0.04833348322949814
0.10048963975554641,0.03768778974345971
0.08713967993481801,0.04440065970884684
0.09087755797963133,0.04060626625893946
0.08749301230811936,0.048228574886122526
0.09237631933241514,0.050384754537036995
0.08537207523299807,0.0452094036257996
0.08899793104543939,0.05026698949453758
0.08120351153728254,0.056240135467223056
0.08711810081182224,0.05901497647284833
0.059191700504672894,0.06439728538950425
0.05859257576693229,0.06180124659728433
0.07338697511467578,0.06568321271346424
0.062383918545662276,0.05686262312638843
0.06287589188250742,0.06119154443013576
0.062365299357709174,0.06164452535156695
0.07625747503059649,0.06753521247405699
0.0854284130078525,0.04928421557188359
0.0974333496161114,0.04562175849711077
0.08111594788943656,0.04231132576832349
0.08400275066913339,0.04204497588598725
0.08230631504106466,0.042873177318162835
0.08280173214872609,0.04209827906875455
0.07304755878517874,0.042871872410020884
0.06660337620563492,0.04195136208547094
0.07935156619281544,0.051446639971831784
0.07786572634550018,0.047710147617107464
0.07385517027742419,0.04842888125671582
0.07518746134662015,0.050840335806888966
0.07697419835522126,0.0649756328326127
0.061437759326746055,0.07225993613200682
0.06734804691800603,0.07010520072864988
0.058414969437173794,0.06694619229384878
0.07470970179621514,0.06233146717140988
0.10029506977521539,0.043926718458896535
0.09087050145382523,0.044146785760344746
0.08316230534719012,0.04675788081108611
0.07350617721275689,0.05922680017825128
0.07261768833427976,0.0674764553152661
0.06893287541491518,0.07187887989772396
0.07110991678096232,0.0679851548940491
0.06967042058444536,0.06326777925643277
0.053835318967697394,0.06356913599939236
0.055827926926723705,0.06669188582248962
0.04788858520156776,0.061618123795982915
0.04964152086057995,0.06612913768099397
0.061453175730977624,0.06907346545749873
0.07055175682667197,0.059343725725615526
0.06290035462039613,0.06167122550711667
0.06177886262424259,0.07332373674255686
0.0535370748413202,0.067315994263857
0.05093693979166902,0.06760612221184135
0.04699112067005591,0.06891829640153395
0.05158014177645268,0.07747771549224108
0.042894589333059154,0.06878018249965931
0.054034733478627445,0.07472985871958385
0.04486523157902952,0.07578717580388519
0.05920942892998398,0.07918839160462156
0.05296783120933232,0.07378454387383952
0.05984694807173486,0.08218980000701974
0.060506291054620895,0.08359496713160444
0.061722738218665286,0.08003879448673293
0.05027977011278085,0.07642358359374751
0.0551567382658476,0.08662051845671755
0.06321184757151743,0.043282904323549455
0.05651275804923246,0.07740161122142426
0.06387175625693249,0.08537773974847275
0.05637274000724803,0.07974087056208512
0.06801234805222688,0.0856367305822617
0.07574136659386631,0.08352594588249654
0.0621698304018705,0.07371259643543199
0.06214462074685972,0.07985339242487662
0.09453177811455818,0.04741154989813001
0.10122913330589405,0.06864211034743371
0.0751600660140469,0.07885171427093654
0.0722877129983019,0.08380989955472701
0.08164285930470423,0.08734312639925604
0.07087939267857465,0.09143197391616183
0.058369705640776946,0.0851120681055105
0.07267008588745719,0.09191160132569877
0.06922785859302341,0.09115038659992891
0.07623475437111638,0.09112112711626316
0.07467493150756986,0.0858788990772209
0.07803452897274976,0.0934077428676039
0.08635118883676507,0.10275566374866037
0.08770252255706645,0.09883226479584194
0.09278640577474422,0.09806111036366134
0.10796434624003795,0.10374302401234915
0.10433715197560808,0.10138049291400306
0.1173650348375742,0.09986994007204689
0.11547447368995584,0.10912685576865268
0.122220806382224,0.11226096499531422
0.11728578673134764,0.10694936568626419
0.11494714500207967,0.10951701324473696
0.11679137981559709,0.08712731340572959
0.11668548565344611,0.10654423008301601
0.14284352454863178,0.06919096990217916
0.12336809983880942,0.09823245442353186
0.13981661379582636,0.0783296684725775
0.1485535822420529,0.07184130667122075
0.15088635404961348,0.06376232107314905
0.14613855807305448,0.05926177146869724
0.13710081436063568,0.04978866848619418
0.13676008959777983,0.04119236320229072
0.13927948387099998,0.053865650951516075
0.13004162546075596,0.04400375795085398
0.13905749916983864,0.02802161951637559
0.11947212527906081,0.038946232578507635
0.12130195326063305,0.034036875215355256
0.1377452891585757,0.031535604617876724
0.11493269370997677,0.03724347854957531
0.1345225014293168,0.0411575762154894
0.11611704079863243,0.039164987654761674
0.11725431084624616,0.03625789385159594
0.10269086535868224,0.046905198953612164
0.11172019820436468,0.05461294226461711
0.10869300219132962,0.06060097057071129
0.11483155259558668,0.04758520840520984
0.10004053600525335,0.03775884299378548
0.1042704325263241,0.057554295864571704
0.10265373806470532,0.054003843528157965
0.11622324308703656,0.09638970373808996
0.09671084723396509,0.03420344049946088
0.10843537246756818,0.04546192946912605
0.09175550075781626,0.050130071356910846
0.10503121321196122,0.07297826855134854
0.11032933660336733,0.04856977419199237
0.12757708444295282,0.014122946835417982
0.12553785128940195,0.05580344113745216
0.10002953272604378,0.0586740120542224
0.09928618769850765,0.0658937401291033
0.09118555974950955,0.05959606817736397
0.08832377606893821,0.07168836016071733
0.11287427430234677,0.04509516171967729
