t,dt_r0,dt_r1,dt_l0,dt_l1
0.0,nan,nan,nan,nan
0.001670795999999,nan,nan,nan,nan
0.0230317780000035,nan,nan,nan,nan
0.0443948700000049,nan,nan,nan,nan
0.0657204260000128,nan,nan,nan,nan
0.0870407040000031,nan,nan,nan,nan
0.1083835180000107,nan,nan,nan,nan
0.1296956110000025,nan,nan,nan,nan
0.1510185000000063,nan,nan,nan,nan
0.1723558890000021,nan,nan,nan,nan
0.1936646110000026,nan,nan,nan,nan
0.2150091290000091,nan,nan,nan,nan
0.2363218700000118,nan,nan,nan,nan
0.2576375740000003,nan,nan,nan,nan
0.2789737780000081,nan,nan,nan,nan
0.3002949440000009,nan,nan,nan,nan
0.3216061290000027,nan,nan,nan,nan
0.342909296000002,nan,nan,nan,nan
0.3642435550000016,nan,nan,nan,nan
0.3855415740000012,nan,nan,nan,nan
0.4068340920000111,nan,nan,nan,nan
0.4281640920000029,nan,nan,nan,nan
0.4494677590000009,nan,nan,nan,nan
0.4707669810000112,nan,nan,nan,nan
0.4921215370000027,nan,nan,nan,nan
0.5134351110000068,nan,nan,nan,nan
0.5347351110000034,nan,nan,nan,nan
0.5561004260000004,nan,nan,nan,nan
0.5774202400000092,nan,nan,nan,nan
0.5987179630000128,-47.955901449742775,55.348999057974375,-48.774954201003716,53.670797924994986
0.6200512030000027,-48.118219768355246,54.907003900484064,-48.93518845216651,53.949231177552925
0.6413723699999991,-52.76277104980447,49.27271941925904,-43.80384914748866,58.46828375143719
0.6626737400000025,-59.62214310331302,41.21553604013863,-29.910873630153525,71.66388144256132
0.6840378700000116,-38.42906971763978,45.01687464118316,-36.90809865176859,52.14675296715847
0.7053353880000088,-32.83512860251704,40.57670526277764,-36.45864193918139,41.03901149802686
0.7266627959999994,-20.43495101698839,34.596305029430646,-30.00823405360923,30.546975072388335
0.7479576110000039,-16.92129510257661,31.643539828262405,-26.165266245060145,21.985345883035084
0.7692462030000087,0.9476040099160878,20.384849483591235,-18.329190367110108,13.539162395529665
0.7905345369999992,-0.5396516017000308,16.299818849281984,-15.75200300824646,10.15088204228842
0.8118953140000116,32.72165447034796,12.548042066403552,-13.531794872179248,6.823685897184961
0.8332086110000034,-3.515739187362311,11.838413743307676,-13.134508986818421,4.714800794815877
0.8545207590000103,-5.274493301885033,2.131271883368563,-1.061552483581045,8.066143507634045
0.8758293330000129,-2.8404548947942225,6.986679583770633,-11.413067856529972,0.8687665524263112
0.8971353330000085,-2.030285134780117,8.176455526752052,-14.740903399872964,4.719389501187485
0.918426758999999,-1.3531680258718364,9.714395749756202,-12.745541925874617,3.476531816046735
0.9397237770000118,-2.3010318598791115,5.806574505202914,-14.475566009237726,-1.117770566982454
0.9610148140000092,-2.0300167404918,6.635086662086475,-14.20782121728942,0.7450682557516972
0.9823090550000018,-2.4359862272307207,7.701332823471384,-12.61424536296912,0.12417631651583154
1.0036035920000046,0.13534669106689065,9.124069404980224,-14.209106388188214,-1.8628391275706093
1.0248959070000012,1.2176786088976186,8.52850436661256,-12.07999919357817,0.0
1.0461959440000044,-2.1649257126537234,10.542976412744272,-11.151611923733025,1.3656900670627106
1.0674943700000057,1.6235954894082676,11.726866929292544,-11.81467942964086,0.620730441122851
1.0887940920000003,14.03386131701343,10.04183264586125,-13.504526411613863,1.3619870430130367
1.1101504250000005,-2.2995797066010177,12.079527035591962,-12.475637445791378,-0.7447101036963489
1.1314549070000055,-3.924961872430626,1.5403911296724637,-3.3198067122755517,1.490236307357616
1.1527477220000009,3.9250234405134785,10.071946144521847,-15.802527829548321,-4.3465907439317295
1.174040203000004,2.5680158175048553,9.821377365236202,-18.963368155227272,-2.7283697384816956
1.195362129000003,2.9764313086208265,9.475745386273314,-15.796304261873077,-4.593157704970511
1.2166629990000075,1.7557123693564358,8.040242388758696,-18.153732399079587,-8.550579651317088
1.2380013329999997,4.061393366722044,8.889253188793727,-16.337825663059764,-6.956299580900483
1.2592884440000065,3.1138162445388846,11.02296186385563,-14.08011995737751,-5.838475358214544
1.2805749990000097,5.277414773059733,11.610018438804234,-15.002734043822665,-6.45648898916522
1.3018717770000023,2.435194185829433,9.001707516279064,-10.088115153737766,-3.7240782474472898
1.3231732400000027,-2.9763898085425997,5.685367960152896,-11.681137759445113,-0.8689636659806934
1.344474407000007,1.2133955578860207,6.373879715617993,-8.73050112054834,-2.474151769342801
1.3658496290000102,1.4887074668255238,8.412503202485759,-8.763870723649632,-1.1176237974219811
1.3871434620000116,2.703517398904164,7.219036216590048,-8.620806069597052,-4.09307368237277
1.408462684,3.249343658946432,10.193728626019189,-9.165767580838109,-1.4907406697804833
1.4297482950000102,0.5413024888963274,6.634653890883865,-11.551400214861811,-0.9933595452477454
1.4510439250000076,0.2701142916410634,6.621491209744286,-7.155610174510773,-2.230624778863742
1.472381888000001,1.3537224305798214,6.162872472599301,-13.414866170932624,-1.6147653699196347
1.4936701840000095,-1.7601024934870428,5.926725629542584,-10.361545875890897,-0.6211565367383912
1.5149552950000071,1.6245983296720075,4.266949170954556,-8.102703309181745,-4.099351379738723
1.5362418690000084,-0.541548320910619,4.267071651011582,-5.31340058499485,-4.3479217186447725
1.5575278320000052,-0.4061015253777229,3.910907266376225,-6.109512297906353,-4.0988663301337525
1.5788169250000124,1.3488015402836486,7.675587417182884,-4.102466965739192,0.0
1.6001828880000062,1.0822266797376443,7.106073774592223,-4.512762853750471,-1.48951864875645
1.6214859620000084,2.3001196351619844,6.159636162355287,-6.23928332813491,-0.12414749291639848
1.6427854430000082,0.40536245473343996,3.3123064493311265,-5.302950868708897,-0.49592808944407796
1.6641133510000117,1.3536718148453046,4.621981531917749,-4.914173166107214,-2.111537299557694
1.685402443000001,0.40616971290241466,4.267160658932358,-6.2433759168009555,-1.3665181869546388
1.7066879620000035,-5.944820691808755,-0.5914340173863645,-5.965322708160859,-2.4794338655919193
1.7280176470000017,-5.530273194510401,0.47235980307025505,-4.234947717420976,-1.8564806967801748
1.7493828879999995,-4.058628777516131,-1.7766404553806467,3.0529610059713574,2.2344314239066243
1.770684499000012,-4.730592504782229,-1.4199692949319112,2.387016086026917,4.340622217426015
1.792006258000001,-9.338369512216527,-2.843697642669614,6.90495182880937,7.823461739857591
1.8132998320000129,-7.579368423992342,-4.6212536914031555,8.233263713836559,5.215917711467437
1.834592277000013,-8.392538971025802,-3.9108020063977422,6.242159773728096,2.608299279942075
1.855881943,-6.227020217465266,-1.3036630055644638,6.375276528015104,3.6021093415843772
1.8771705910000092,-5.949185165521321,-2.485846553347611,8.224923077565748,6.203135442081203
1.8984846280000056,0.5413528475843987,-1.7773047666655277,-1.5934448096194045,-1.365996444868205
1.919778277000006,-3.249001748917432,-2.133346604168298,-0.7969394016547766,2.235875711375019
1.9410661280000028,-0.4053585775059534,-0.23659105483187132,-7.954350220239533,-0.4959233459706955
1.962394240000009,4.1956418044964,0.71094855014776,-5.046097671164409,-2.359536830687281
1.9836870910000075,-6.362246173468192,-1.3036334897713884,-7.836099980512993,-3.4778199327058714
2.004976221000007,-0.4061711440555394,-0.711195949070228,-9.165839493046247,-3.9753396419752898
2.026261665000007,2.4335692901123327,-0.1183644879094114,-3.1835948865936827,-2.605115336095135
2.047577351000001,-2.706795000352206,-3.910114924693849,-4.514811604263264,-1.241829063132049
2.0688707580000028,-1.3534327765971181,0.9479313556781,-0.9295442641906831,-3.9739565808392956
2.0901636100000047,-0.6768635681279384,1.5407234738418554,-7.437971454776322,-0.37263945761708295
2.111451832,-1.7590648283328876,-0.23692926157846356,-1.9914302395721688,-3.3522678093050233
2.132749498999999,1.4888874436417725,-0.35550085476287546,-7.569712470514292,-5.3404036916027335
