t,dt_r,dt_l
0.0,nan,nan
0.001670795999999,nan,nan
0.0230317780000035,nan,nan
0.0443948700000049,nan,nan
0.0657204260000128,nan,nan
0.0870407040000031,nan,nan
0.1083835180000107,nan,nan
0.1296956110000025,nan,nan
0.1510185000000063,nan,nan
0.1723558890000021,nan,nan
0.1936646110000026,nan,nan
0.2150091290000091,nan,nan
0.2363218700000118,nan,nan
0.2576375740000003,nan,nan
0.2789737780000081,nan,nan
0.3002949440000009,nan,nan
0.3216061290000027,nan,nan
0.342909296000002,nan,nan
0.3642435550000016,nan,nan
0.3855415740000012,nan,nan
0.4068340920000111,nan,nan
0.4281640920000029,nan,nan
0.4494677590000009,nan,nan
0.4707669810000112,nan,nan
0.4921215370000027,nan,nan
0.5134351110000068,nan,nan
0.5347351110000034,nan,nan
0.5561004260000004,nan,nan
0.5774202400000092,nan,nan
0.5987179630000128,0.15633276149519806,0.1607790247412998
0.6200512030000027,0.15741805821184807,0.16118006048876315
0.6413723699999991,0.18661589621281968,0.1333278201149268
0.6626737400000025,0.2351010536419886,0.1204781380907973
0.6840378700000116,0.12657356197790562,0.1109242535661141
0.7053353880000088,0.10779238038015303,0.1201100296628614
0.7266627959999994,0.07288785170079716,0.10353641105286329
0.7479576110000039,0.06584782975573707,0.09686571961486258
0.7692462030000087,0.07509089499732617,0.07072640971732624
0.7905345369999992,0.054585276189083154,0.06311296828841018
0.8118953140000116,0.20958516442119315,0.058002698906735255
0.8332086110000034,0.02937447022903001,0.060136244837822275
0.8545207590000103,0.022520978986271326,0.023756853928704826
0.8758293330000129,0.016216457424695865,0.059815363674831826
0.8971353330000085,0.021598139680274693,0.06852135405859978
0.918426758999999,0.02892201022524682,0.06065507168017412
0.9397237770000118,0.01343491959970578,0.08258232794452101
0.9610148140000092,0.016482890678555195,0.07556011077190886
0.9823090550000018,0.019071298404139493,0.06841729723148662
1.0036035920000046,0.03237862110327813,0.08308906993395605
1.0248959070000012,0.03485787879339805,0.06586536692886455
1.0461959440000044,0.029200207438923757,0.05724603629172607
1.0674943700000057,0.04751817905869615,0.06272798922336316
1.0887940920000003,0.10252734721791074,0.0699552030232243
1.1101504250000005,0.034060338817288656,0.07037252541320352
1.1314549070000055,0.016561446696737158,0.014589632191609836
1.1527477220000009,0.05180652981245561,0.09965310253043316
1.174040203000004,0.04485116455415183,0.11168055991209973
1.195362129000003,0.04542420998347825,0.09886354013812544
1.2166629990000075,0.03516581507175758,0.12396469789218002
1.2380013329999997,0.048338291988499524,0.10927477048635484
1.2592884440000065,0.051196752302339395,0.0934431305564451
1.2805749990000097,0.06273540588493329,0.10069077701082717
1.3018717770000023,0.04150891217583488,0.06575979777523641
1.3231732400000027,0.013405426280254424,0.0666470119576926
1.344474407000007,0.027169871086896606,0.05512125688008241
1.3658496290000102,0.03532771396462292,0.0512245901551878
1.3871434620000116,0.03661370144499373,0.05922569088056403
1.408462684,0.04881321722734474,0.05447432756124551
1.4297482950000102,0.025262186529717158,0.06576299729019261
1.4510439250000076,0.024143322379461145,0.04573662483488161
1.472381888000001,0.027042599464160634,0.07775073442650426
1.4936701840000095,0.015363074896194321,0.058133923636479214
1.5149552950000071,0.021835710318722085,0.056379373873438596
1.5362418690000084,0.012998660576923926,0.04203188849867513
1.5575278320000052,0.012232052049207373,0.04555470527567129
1.5788169250000124,0.03228629509960365,0.022604239181109535
1.6001828880000062,0.029140938876651926,0.028958589748698117
1.6214859620000084,0.031139339049539447,0.0343682021109538
1.6427854430000082,0.013158588898606589,0.030634091744913276
1.6641133510000117,0.021695029986462288,0.03303751595250166
1.685402443000001,0.016445333235621258,0.03795418982526145
1.7066879620000035,0.03156703118232317,0.03981733388256715
1.7280176470000017,0.027119722209631384,0.028479609434738557
1.7493828879999995,0.025586882396774813,0.023289216851630733
1.770684499000012,0.028048930274860544,0.02661236688721296
1.792006258000001,0.05469538495436807,0.061658910660649886
1.8132998320000129,0.05129376495953144,0.06031134860443221
1.834592277000013,0.0530454165945979,0.041651069216356175
1.855881943,0.03470515055049271,0.04593028693198355
1.8771705910000092,0.03667549428506418,0.06348379400969974
1.8984846280000056,0.00468116499788803,0.01294333716596855
1.919778277000006,0.022020318836084476,0.005082323185518517
1.9410661280000028,0.002695686443310715,0.04524319096438579
1.962394240000009,0.023128098969355894,0.03485387436089179
1.9836870910000075,0.03573405362650238,0.053876506981034536
2.004976221000007,0.004195619342448341,0.062444269168154
2.026261665000007,0.011966026953436617,0.025592991236097234
2.047577351000001,0.025106276429572614,0.028480346159068234
2.0688707580000028,0.0049817970616463335,0.01819881909063233
2.0901636100000047,0.0037675263403047026,0.04217672422253437
2.111451832,0.009521327973276419,0.021490716200303864
2.132749498999999,0.006665572021783125,0.05763220471329072
2.154040758000008,0.014229242273651627,0.028626590556583488
2.175326925000008,0.013241984620902725,0.0348355844449539
2.1966165170000096,0.01788529101878542,0.015939030340118544
2.2179044250000004,0.02089062304036219,0.04071228867457163
2.239193369000006,0.0034170403342664536,0.0327442228296437
2.260505462000012,0.012830043609326183,0.05130073105137469
2.2817917760000057,0.009190561300069473,0.03366795224761187
2.3030882580000025,0.022769660973232596,0.03387543080994462
2.324429999000003,0.01336630180946206,0.04866711349933317
2.345898925,0.007193616489259544,0.03637631754932435
2.367758554000005,0.005422674473830402,0.04235621954058475
2.3892091470000025,0.013869467605412621,0.07319724648588191
2.4105092390000067,0.012481184215557465,0.07811465005934945
2.4318281470000045,0.005630721531085216,0.07723019071899129
2.453115091000001,0.0358364178096405,0.0717634390320226
2.474397610000011,0.00921792942390044,0.08088181088499156
2.495681054000002,0.0014026337048703669,0.06096716304369952
2.5169572210000126,0.009198722915021447,0.07142785542595384
2.538237350000003,0.030056233555555815,0.021136554415556747
2.559514795000013,0.04128364230685736,0.02809630408190984
2.580839776000005,0.03737007327657822,0.011162706069146955
2.602455035000005,0.04920365872413653,0.013628519175926406
2.623861461000004,0.010206468115612726,0.02279708699988391
2.645230924000004,0.04249218186910437,0.06314836649214908
2.666619109999999,0.06309613798509173,0.036171710987733446
2.687961369000007,0.049838267085955436,0.014452709192437229
2.709299350000009,0.054940560947886304,0.014950207583297697
2.7306427760000105,0.04453068344560857,0.010521015839727556
2.751974461000003,0.04645327510984956,0.02641256888995675
2.773389276000003,0.06242654626519471,0.011058362939267565
2.794746572000008,0.02453196902091636,0.0649526220194468
2.8161238870000034,0.007079437215042752,0.05830310863177998
2.8374763130000105,0.015720712048068047,0.07802428012288509
2.858810720000008,0.017853451149571646,0.0676139017894846
2.8801973870000097,0.014667757052048648,0.06795817701163032
2.901533183000012,0.014894505511077221,0.07168284007734013
2.9228668690000035,0.010386726611594324,0.07172552735000548
2.9442358500000125,0.02862393535384358,0.0620904599764352
2.965644646000001,0.028139103959106126,0.048279182282540835
2.986982165000001,0.022925115107168163,0.0758525579678855
3.0083150350000096,0.04048056105665868,0.06610717500172245
3.029667998000008,0.03138895567718568,0.0862945404338188
3.0510680910000048,0.03667423101681647,0.06021793199213421
3.072423276000009,0.026362104918376088,0.05394087326872578
3.093753480000004,0.0624637090463165,0.06355304465095624
3.1151727760000085,0.03413282519459438,0.03646763894020428
3.136551498000003,0.05738765399715014,0.060164581684071385
3.157900980000008,0.044177418615267375,0.06018636390357209
3.1792326650000007,0.10190860995014588,0.032544872716303526
3.200559665,0.09171550571215743,0.041279311075978
3.221957128,0.06787755296647933,0.035145100707383164
3.243284146000008,0.0821124067231524,0.06409351123195957
3.2646210350000047,0.07570133332514864,0.04883889517937831
3.286005165000006,0.07424103022329387,0.08558629614891011
3.307411313000003,0.06020063406035364,0.09004396803380123
3.328748831000013,0.045858753099485165,0.0752468473853073
3.3500774050000075,0.0234726675947017,0.09964658815136203
3.3714110540000064,0.06091287994073422,0.10129101512740256
3.3927810160000007,0.038126548107575695,0.08406837051483676
3.414133591000009,0.03742014200342666,0.09184669614267378
3.435471849999999,0.05899790322367291,0.060044097119129614
3.4568056650000045,0.09166041772559673,0.05261356170965552
3.4781421460000104,0.08978965145476679,0.05288071331973326
3.499493257000012,0.10594198344472079,0.04359692798825162
3.5208277570000064,0.10122168331992666,0.05336958846370101
3.542164831000008,0.09708053805613415,0.03942609598414947
3.563500887000004,0.125807378498135,0.05292453641396476
3.5848331270000102,0.10463938950490914,0.04732097736697154
3.606165942000004,0.13353051699101692,0.03797555699669602
3.6275313870000048,0.12659738404278548,0.022661343062738353
3.6488841270000014,0.12079128407899535,0.037911283770427524
3.670247405000012,0.11422727388578317,0.05587045997477283
3.691587090000013,0.0689916080851206,0.12496205139360915
3.7129392200000098,0.08942297417318772,0.13730423277534676
3.734252868000013,0.09255441913555199,0.09813287027337908
3.755556461000012,0.12808423808158967,0.10234533303706657
3.776873609000006,0.11972415295828451,0.0914688284497224
3.7982400530000007,0.13290721258532126,0.08732775497542303
3.8197835720000057,0.08849298189899328,0.10764263107436307
3.841164942000006,0.08981233961637891,0.11313764927433381
3.862558016000008,0.13745596181305272,0.11432511006979607
