er0,er1,el0,el1,t
-1.3794462502426938,-1.1401933868721272,-10.184852492518615,1.7353046344787302,0.0
-32.09488642296379,28.19852841825142,-40.90029266523971,31.07402643960228,0.001670795999999
-35.89892100509636,24.33830742377629,-38.10104667089477,34.40581566948068,0.0230317780000035
-40.39459823852574,19.9482521751575,-28.77022668974491,43.44924357915063,0.0443948700000049
-28.80958382930385,21.386373722118822,-31.908775228858936,32.73992105454148,0.0657204260000128
-24.054540601638145,18.58582123593098,-30.21226250501352,25.283059444813617,0.0870407040000031
-15.32255212901567,14.876981456925456,-26.31028324016902,18.54015267005972,0.1083835180000107
-12.123704866767817,12.83333504808568,-23.256560337247244,12.193887470291337,0.1296956110000025
-1.8355204287274844,4.9615118436657895,-18.336673438095524,7.513516885462153,0.1510185000000063
-3.823993051205868,2.7664842193564,-16.64016071425008,4.737025860563477,0.1723558890000021
17.70338447040796,0.3443847718425843,-14.773996718020108,3.309116190615597,0.1936646110000026
-6.571901332270066,1.579189556087755,-18.28044663915525,2.784147215875265,0.2150091290000091
-11.397443891344238,-3.804621909817541,-12.458782903260044,6.271388928764992,0.2363218700000118
-9.495426600277971,-0.0957821308120117,-18.14210052814221,1.591018343935815,0.2576375740000003
-9.23606060604166,-0.3985445617512368,-18.48140307291132,3.57422621886343,0.2789737780000081
-8.803783948981135,-0.4742351694860502,-17.463495438604042,3.018928013883695,0.3002949440000009
-8.198596629096414,0.4340521233316252,-18.311751800526764,2.225644863912649,0.3216061290000027
-7.679864640623776,0.1312896923924,-17.887623619565403,1.987659918921338,0.342909296000002
-7.679864640623776,-0.3228539540164377,-17.717972347180876,1.511690028938716,0.3642435550000016
-6.383034669442225,-0.0957821308120117,-18.226926164334493,1.749674973930027,0.3855415740000012
-6.469490000854329,-0.4742351694860502,-16.700064712873605,1.511690028938716,0.4068340920000111
-8.112141297684303,-0.2471633462816242,-17.209018530027237,2.14631654891555,0.4281640920000029
-8.371507291920608,-1.2311412468341132,-16.61523907668135,1.670346658932914,0.4494677590000009
-0.5040721334191787,-0.3985445617512368,-17.293844166219515,1.908331603924239,0.4707669810000112
-10.863131735099074,1.2153257723737028,-18.34343279412937,3.370820722579566,0.4921215370000027
-16.11987491268028,-3.576744264876893,-15.40476465021787,6.847916709507828,0.5134351110000068
-12.834572319020346,-0.3220481322802158,-20.66395409413869,4.944037149577326,0.5347351110000034
-12.48875099337193,-0.5491199554846276,-20.748779730330973,4.626723889588902,0.5561004260000004
-12.834572319020346,-1.0032636018934653,-19.815697732215973,2.643516014661273,0.5774202400000092
-12.056474336311403,-1.60878846377193,-21.342559183676865,2.326202754672863,0.5987179630000128
-11.364831685014572,-1.306026032832705,-19.64604645983145,2.643516014661273,0.6200512030000027
-11.27837635360246,-1.0032636018934653,-19.561220823639168,2.4848593846670752,0.6413723699999991
-12.14292966772352,-1.2303354250978913,-20.070174640792807,2.960829274649697,0.6626737400000025
-12.14292966772352,-0.5491199554846276,-19.561220823639168,3.4367991646323333,0.6840378700000116
-14.217857621614009,-1.4574072483023173,-18.288836280755085,5.340678724562849,0.7053353880000088
-13.00748298184454,-1.4574072483023173,-16.84680046548648,4.944037149577326,0.7266627959999994
-12.229384999135624,-1.306026032832705,-17.101277374063308,4.944037149577326,0.7479576110000039
-11.27837635360246,-1.4574072483023173,-16.50749792071739,4.071425684609167,0.7692462030000087
-12.40229566195982,-2.138622717915567,-16.59232355690967,4.785380519583114,0.7905345369999992
-13.439759638905066,-1.7601696792415424,-16.50749792071739,4.150753999606266,0.8118953140000116
-13.180393644668762,-1.7601696792415424,-16.08336973975603,4.864708834580213,0.8332086110000034
-11.7971083420751,-1.60878846377193,-17.35575428264012,4.150753999606266,0.8545207590000103
-13.00748298184454,-2.2900039333851794,-16.761974829294196,3.992097369612068,0.8758293330000129
-15.148841619701294,-0.3230976451157659,-18.3160727946844,5.274150481005918,0.8971353330000085
-15.408207613937629,-1.382766153403054,-16.5347344346467,4.798180591023296,0.918426758999999
-15.408207613937629,-2.4424346616903563,-16.789211343223506,5.036165536014607,0.9397237770000118
-14.197832974168158,0.9636426863759482,-16.5347344346467,7.178030040936434,0.9610148140000092
-13.852011648519742,0.1310460012930718,-16.280257526069867,5.750120370988554,0.9823090550000018
-13.592645654283436,-1.0043131147290296,-17.12851388799259,5.670792055991441,1.0036035920000046
-13.938466979931846,-1.6855285843422934,-16.61956007083898,7.178030040936434,1.0248959070000012
-14.716564962640795,-1.6855285843422934,-16.449908798454423,5.750120370988554,1.0461959440000044
-14.197832974168158,-2.745197092629581,-17.55264206895395,5.512135425997229,1.0674943700000057
-16.877948247943365,-4.486081070530133,-16.5347344346467,5.512135425997229,1.0887940920000003
-16.96440357935549,-2.593815877159969,-16.11060625368534,5.274150481005918,1.1101504250000005
-16.853529897226053,-2.425411441481188,-17.82996178818857,7.926495387657582,1.1314549070000055
-18.582636525468104,-1.8955771873375369,-18.25408996914993,8.561121907634416,1.1527477220000009
-20.311743153710182,-4.090604811646927,-15.539669610997237,10.385673152567833,1.174040203000004
-19.10136851394074,-4.16629541938174,-13.588679978574987,9.037091797617052,1.195362129000003
-19.706555833825465,-4.393367242586152,-14.691413249074516,8.243808647646006,1.2166629990000075
-18.150359868407605,-4.090604811646927,-14.691413249074516,10.465001467564932,1.2380013329999997
-18.92845785111652,-4.317676634851352,-14.182459431920904,9.751046632591,1.2592884440000065
-18.23681519981972,-5.3773451431386405,-15.539669610997237,8.87843516762284,1.2805749990000097
-20.484653816534404,-5.982870005017091,-15.45484397480496,9.751046632591,1.3018717770000023
-18.66909185688021,-3.6364611652380887,-18.08443869676537,8.481793592637317,1.3231732400000027
-17.28580655428655,-2.425411441481188,-15.794146519574042,8.561121907634416,1.344474407000007
-18.75554718829233,-2.879555087890026,-16.218274700535403,9.195748427611264,1.3658496290000102
-18.150359868407605,-4.014914203912127,-16.472751609112244,8.323136962643105,1.3871434620000116
-17.977449205583383,-3.409389342033677,-15.963797791958603,9.354405057605476,1.408462684
-19.447189839589164,-5.982870005017091,-15.709320883381793,8.402465277640218,1.4297482950000102
-18.75554718829233,-3.3336987342988635,-14.097633795728626,7.45052549767496,1.4510439250000076
-18.3232705312318,-3.3336987342988635,-16.472751609112244,8.957763482619953,1.472381888000001
-17.631627879934967,-2.879555087890026,-13.758331250959545,7.847167072660483,1.4936701840000095
-16.853529897226053,-3.409389342033677,-15.115541430035876,7.053883922689437,1.5149552950000071
-18.66909185688021,-1.7441959718679243,-15.624495247189516,9.195748427611264,1.5362418690000084
-17.545172548522885,-2.8038644801552124,-15.624495247189516,8.87843516762284,1.5575278320000052
-17.631627879934967,-3.6364611652380887,-15.37001833861271,8.957763482619953,1.5788169250000124
-17.545172548522885,-2.6524832646856,-16.38792597291996,8.481793592637317,1.6001828880000062
-17.026440560050247,-3.1066269110944376,-15.87897215576632,8.005823702654695,1.6214859620000084
-17.545172548522885,-3.6364611652380887,-15.624495247189516,7.053883922689437,1.6427854430000082
-16.68061923440183,-2.501102049215987,-15.709320883381793,8.79910685262574,1.6641133510000117
-18.06390453699549,-3.3336987342988635,-15.794146519574042,8.402465277640218,1.685402443000001
-16.93998522863813,-4.16629541938174,-16.048623428150876,7.688510442666271,1.7066879620000035
-18.033726502320697,-1.56157129047142,-17.677393642504377,9.64475846732401,1.7280176470000017
-18.379547827969112,-0.3505215667145194,-18.355998732042544,9.010131947347162,1.7493828879999995
-16.736896531139145,-0.0477591357752942,-22.257977996887043,7.740878907393494,1.770684499000012
-18.033726502320697,0.2550032951639309,-22.257977996887043,7.026924072419547,1.792006258000001
-16.823351862551256,-1.0317370363277831,-22.42762926927157,6.630282497434024,1.8132998320000129
-16.736896531139145,0.0279314719595191,-21.324895998772043,6.947595757422448,1.834592277000013
-16.823351862551256,-0.6532839976537446,-21.155244726387515,7.820207222390593,1.855881943
-16.65044119972707,-2.015714936880258,-21.240070362579765,9.406773522332683,1.8771705910000092
-17.6014498452602,-1.4858806827366209,-21.91867545211796,7.026924072419547,1.8984846280000056
-21.059663101744327,-2.9996928374327467,-16.998788552966218,10.993339822274791,1.919778277000006
-20.886752438920134,-3.3781458761067853,-17.42291673392758,9.565430152326895,1.9410661280000028
-20.886752438920134,-2.242786760084684,-15.471927101505322,10.041400042309531,1.962394240000009
-22.442948404337983,-1.6372618982062337,-15.04779892054396,11.3106530822632,1.9836870910000075
-17.16917318819967,-0.8046652131233571,-13.690588741467629,12.659234437213982,2.004976221000007
-20.368020450447524,-2.318477367819497,-13.096809288121712,12.10393623223426,2.026261665000007
-22.0106717472775,-2.091405544615071,-16.405009099620294,12.26259286222846,2.047577351000001
-20.19510978762331,-2.242786760084684,-15.302275829120768,10.438041617295056,2.0688707580000028
-20.368020450447524,-2.6969304064935216,-15.98088091865896,11.231324767266102,2.0901636100000047
-20.368020450447524,-3.07538344516756,-14.19954255862124,10.438041617295056,2.111451832
-18.98473514785387,-1.4858806827366209,-14.962973284351683,11.231324767266102,2.132749498999999
-20.281565119035413,-1.9400243291454584,-12.757506743352629,11.707294657248724,2.154040758000008
-18.725369153617528,-2.091405544615071,-15.04779892054396,10.914011507277678,2.175326925000008
-18.63891382220545,-1.0317370363277831,-14.114716922428997,10.200056672303743,2.1966165170000096
-18.725369153617528,-0.8803558208581705,-15.811229646274406,9.803415097318208,2.2179044250000004
-17.428539182435976,-1.3344994672670083,-15.04779892054396,11.389981397260314,2.239193369000006
-19.58992246773859,-2.3941679755542964,-14.708496375774878,9.565430152326895,2.260505462000012
-18.725369153617528,-1.788643113675846,-14.114716922428997,11.865951287242936,2.2817917760000057
-18.120181833732808,-1.0317370363277831,-14.623670739582591,10.676026562286369,2.3030882580000025
-18.466003159381223,-0.6532839976537446,-14.708496375774878,10.358713302297945,2.324429999000003
-18.120181833732808,-2.1670961523498846,-14.114716922428997,11.3106530822632,2.345898925
-17.68790517667228,-3.2267646606371727,-14.114716922428997,11.07266813727189,2.367758554000005
-17.774360508084392,-1.788643113675846,-14.793322011967156,11.548638027254526,2.3892091470000025
-17.514994513848087,-1.6372618982062337,-15.04779892054396,10.279384987300844,2.4105092390000067
-16.909807193963367,-2.9240022296979475,-14.878147648159404,10.358713302297945,2.4318281470000045
-17.16917318819967,-1.6372618982062337,-15.471927101505322,10.517369932292157,2.453115091000001
-20.02219912479911,-2.1670961523498846,-14.708496375774878,10.279384987300844,2.474397610000011
-17.68790517667228,-1.1831182517973955,-13.60576310527535,11.3106530822632,2.495681054000002
-16.736896531139145,-2.1670961523498846,-14.623670739582591,10.279384987300844,2.5169572210000126
-16.736896531139145,-0.9560464285929696,-14.793322011967156,9.406773522332683,2.538237350000003
-18.55245849079333,-0.728974605388558,-14.114716922428997,10.041400042309531,2.559514795000013
-16.56398586831495,-1.6372618982062337,-14.708496375774878,10.596698247289268,2.580839776000005
-16.823351862551256,-0.8803558208581705,-14.284368194813515,10.279384987300844,2.602455035000005
-18.42865821739852,-0.914002913609238,-16.499750955204995,8.918281538399327,2.623861461000004
-18.601568880222707,0.8268810642913138,-17.17835604474316,11.060146043321154,2.645230924000004
-17.823470897513765,-0.3841686594655868,-20.401730220049465,8.680296593408002,2.666619109999999
-17.65056023468957,1.2053341029653524,-20.74103276481855,9.39425142838195,2.687961369000007
-17.56410490327746,1.129643495230539,-16.669402227589522,12.646712343263246,2.709299350000009
-16.44018559492013,-0.3841686594655868,-16.499750955204995,11.9327575082893,2.7306427760000105
-18.42865821739852,0.372737417882476,-15.227366412320912,11.139474358318251,2.751974461000003
-16.094364269271715,0.6754998488217012,-14.80323823135955,13.20201054824298,2.773389276000003
-18.382641050890765,2.3147496000333376,-16.500994950072386,14.152769415316754,2.794746572000008
-20.457569004781263,0.0440313679891346,-13.956225864304248,15.897992345253058,2.8161238870000034
-22.35958629584754,-0.4858028861545165,-13.956225864304248,15.501350770267535,2.8374763130000105
-21.14921165607809,0.1954125834587472,-14.041051500496526,16.29463392023858,2.858810720000008
-23.224139609968585,-1.3183995712373786,-14.125877136688803,17.16724538520674,2.8801973870000097
-22.013764970199123,-1.6968526099114172,-13.447272047150635,14.9460525652878,2.901533183000012
-21.062756324665987,-1.3183995712373786,-12.174887504266554,16.611947180227006,2.9228668690000035
-23.397050272792782,-0.2587310629500905,-12.514190049035635,15.263365825276225,2.9442358500000125
-18.8149177079513,-0.5614934938893157,-13.023143866189276,13.756127840331231,2.965644646000001
-19.2471943650118,-0.3344216706849039,-13.956225864304248,14.47008267530518,2.986982165000001
-19.679471022072324,-0.9399465325633544,-10.81767732519022,14.311426045310968,3.0083150350000096
-17.69099839959394,0.7252468376023984,-12.938318229996998,15.342694140273323,3.029667998000008
-18.123275056654467,-0.0316592397456787,-11.665933687112917,15.660007400261748,3.0510680910000048
-17.345177073945525,-0.2587310629500905,-13.956225864304248,14.70806762029649,3.072423276000009
-18.03681972524236,-0.9399465325633544,-14.21070277288106,12.883516375363088,3.093753480000004
-17.431632405357636,0.9523186608068102,-13.107969502381524,14.152769415316754,3.1151727760000085
-17.518087736769747,-0.5614934938893157,-14.29552840907333,13.51814289533992,3.136551498000003
-16.856564990233707,1.2339915447138594,-16.067792503834866,15.50866163656029,3.157900980000008
-18.32630562423948,1.9152070143271231,-16.746397593373032,15.58798995155739,3.1792326650000007
-12.620253751040622,1.6881351911226972,-17.25535141052667,12.414857351673206,3.200559665
-13.05253040810114,3.0505661303492246,-16.83122322956531,12.97015555665294,3.221957128
-16.07846700752477,3.201947345818837,-18.01878213625712,14.39806522660082,3.243284146000008
