x,y
0.32016307109533115,0.9059058879740265
0.3013793239805086,0.8059058879740265
0.29953323466367315,0.7960777673889774
0.2971354060967083,0.7863695019330142
0.2943009122252945,0.7767796299582214
0.2910972045631708,0.7673067076416576
0.28757029567309783,0.757949308767979
0.2837543166095694,0.7487060245147109
0.2796759773873701,0.7395754632401412
0.2753569731655909,0.730556250273798
0.2708154146996557,0.7216470277094834
0.26606674057746027,0.7128464542008311
0.2611243308263045,0.7041532047593576
0.2559999373286226,0.6955659705549752
0.2507039961515036,0.6870834587189388
0.24524586062553758,0.6787043921491956
0.2396339794257575,0.6704275093181079
0.23387603539123553,0.6622515640825212
0.22797905563071466,0.654175325496149
0.22194950018339293,0.6461975776242447
0.2157933343674065,0.6383171193605344
0.20951608851777132,0.6305327642463815
0.2031229078342458,0.6228433402921574
0.1966185943721666,0.6152476898007896
0.19000764271858217,0.6077446691934629
0.18329427053968927,0.600333148837445
0.1764824449228503,0.5930120128760128
0.1695759052400313,0.5857801590604517
0.1625781831107468,0.5786364985841047
0.15549261992863328,0.5715799559184449
0.14832238232751888,0.5646094686511468
0.1410704758938365,0.5577239873261328
0.1337397573777508,0.5509224752855703
0.1263329456120045,0.544203908513795
0.11885263131269827,0.5375672754831389
0.11130128590809411,0.5310115770016371
0.10368126951864545,0.5245358260625927
0.09599483819270616,0.5181390476959757
0.0882441504869179,0.5118202788216346
0.08043127346746595,0.5055785681042976
0.07255818819771785,0.4994129758103427
0.06462679476881697,0.49332257366631416
0.05663891692227589,0.48730644471916396
0.04859630630724965,0.48136368319819856
0.040500646409763336,0.4754933943787083
0.032353556186559176,0.46969469444726064
0.024156593432281406,0.4639667103686355
0.01591125790532629,0.4583085797543839
0.007618994234759551,0.45271945073298897
-0.000718805371827223,0.44719848182161104
-0.009100798601846994,0.44174484179939627
-0.01752569067687393,0.43635770958233044
-0.025992232143337117,0.4310362740996191
-0.03449921680212649,0.42577973417157494
-0.04304547976577212,0.4205872983889948
-0.051629895632990884,0.41545818499400705
-0.06025137677139466,0.4103916217623728
-0.0689088717000393,0.4053868458872219
-0.07760136356427919,0.400443103864207
-0.08632786869609034,0.39555965137805815
-0.09508743525364753,0.39073575319052084
-0.10387914193449634,0.3859706830296608
-0.11270209675715859,0.3812637234805186
-0.12155543590645533,0.3766141658770977
-0.11809009712022078,0.3878289270992154
-0.0793466945614369,0.37794885274727985
-0.039810486059125204,0.3719860238638143
0.00012349566029219334,0.3700000190639731
0.04005624345189419,0.3720106818512303
0.07958876249975853,0.37799792234765256
0.11832605694127236,0.38790191802531804
0.1558810765352232,0.40162371143324127
0.19187858393986723,0.41902619894751214
0.22595890396041118,0.43993550066538556
0.2866697521013456,0.4917540899628619
0.3118417829053259,0.5226944629375903
0.33287482895882237,0.5564086439584148
0.3494319028966222,0.5922861154600564
0.36126904040254204,0.6296743594425586
0.368240459508935,0.6678931286669566
0.3703015344713658,0.7062493250944671
0.3675095181816717,0.7440521524274415
0.36002199759488396,0.7806282034908325
0.34809311750464894,0.8153361446899257
0.3320676580657915,0.8475806688598829
0.3277752425808753,0.8640801789172117
0.3226635596915534,0.8803445375232575
0.3167453859429361,0.8963330922518192
0.31003551368726967,0.9120058800427541
0.3025507141107592,0.9273237270888148
