er0,er1,el0,el1,t
-0.6729893631739401,-0.286431878494831,-4.265659981785433,-0.6795622103098324,0.0
-0.6729893631739401,-0.286431878494831,-4.265659981785433,-0.6795622103098324,0.001473315000112
-26.25768463873188,21.65972403424441,-29.867782024435183,21.33992502723225,0.0228542780005227
-27.62419665897652,21.43414774445297,-31.06978536333333,21.33992502723225,0.0441707039999528
-32.17923672645857,13.238209215364066,-19.42537801775738,30.894480707772185,0.0654956300004414
-25.8780979664417,12.56148034598975,-21.604009069510298,22.649823789886923,0.0868191480003588
-20.5638845543793,10.531293737866804,-19.95125447852532,17.024964397310995,0.1081866670001545
-14.03499379098831,7.373225680786675,-18.073124261496943,10.783682057603457,0.1295574080004371
-7.809772365429481,0.9067053734321178,-10.260102558658886,4.465346849504471,0.1509280000000217
-6.6710123485589605,-0.8227128483022454,-7.705845463500296,3.001342350066892,0.1723370930003511
-4.165740311443827,-0.2211760755250793,-6.0530908725153125,2.461972271326744,0.193710407999788
-5.087402291470987,-0.4066255549912512,-6.239343281269122,0.3148464179824941,0.2150436480005737
-6.5298316461736405,-5.82045650998576,-0.4547022128216937,4.090436969163591,0.2363441110001076
-6.359730064437173,0.6218072263588397,-4.970087971507098,4.880268058162102,0.2576515370001289
-5.145052713108612,0.1706546467759579,-4.819837554144819,3.4933164271159853,0.2789482039997892
-5.372804716482733,-0.4308821260012081,-2.9417073371164406,2.491629138027122,0.3002412780006125
-4.765466040818438,-0.8068426089869405,-3.2422081718409856,2.799840611592927,0.3215384820005056
-4.0062926962380985,0.3210388399702566,-2.641206502391896,2.414576269635674,0.3428352410001025
-4.700852944761749,0.2582559443712995,-3.730403812966813,1.7000157628133223,0.3641365929997846
-4.093514269097483,1.1605611035370489,-4.406530691097032,1.5459100260304126,0.3854336109998257
-4.85268761367783,-0.0425124420172835,-3.5801533956045546,2.085280104770576,0.4067324630004805
-4.321266272471576,-0.5688571181973003,-4.106029856372487,1.00653994729025,0.4280294629998025
-6.402734444645347,-0.3222978755408832,-5.966875157164225,2.2268749021209686,0.4493292409997593
-6.478651779103359,0.9559677666105983,-5.741499531120837,1.9957162969466111,0.4706174630000532
-5.719478434523019,-1.2997951313037817,-4.31412056617927,1.841610560163716,0.4919087959997341
-5.006747449996176,1.1173433758650615,-5.889207250493158,3.591324056929764,0.5132612409997819
-6.449176804698837,0.1398461201021632,-6.039457667855416,1.7420552155349327,0.5345757780005442
-5.76592079457653,0.5158066030878956,-4.9125795376384005,3.1290068465810634,0.5558725740002046
-5.310416787828316,0.0646540235050139,-4.011077033464758,1.2026851367947842,0.5772694440001942
-3.64023542975157,0.365422409893597,-4.386703076870461,2.512583899449453,0.5985685929999818
-4.095739436499784,-0.0857301696892705,-3.635450990059084,1.5879494787520372,0.6198693149999599
-6.354674158422071,1.1801734118266296,-5.221427336958769,2.1585164729505806,0.6411679439997897
-9.467284871201471,-6.038267861499392,4.169223748183143,9.632644706921326,0.6624911110002358
-5.13999680709351,-0.699629003102018,-1.9159181549888016,3.622520972388145,0.6838248889998795
-4.608575465887256,-0.7748210996991673,-3.117921493886982,2.5437808149078336,0.7051393520005149
-5.509028852572229,1.1342633050063284,-3.6601756042580496,2.5414296841814945,0.7264762960003281
-5.205359514740096,0.081573952646309,-3.585050395576914,3.543116973270358,0.7477695739999035
-4.4461861701597485,0.5327265322291623,-3.3596747695334983,4.005434183619059,0.7690589260000706
-6.41520579488482,-0.3819753606426417,-5.710657443879434,3.344981382278192,0.7903847039997345
-6.794792467174986,0.2195614121345102,-5.4101566091549245,2.2662412247978807,0.8116892960006226
-4.745024436808066,-0.3067832640455066,-3.757402018169948,3.653192855843997,0.8329854630001137
-6.4899920464794505,0.0835723774622891,-4.985206550619274,2.944339850134142,0.8543216289999691
-5.958570705273196,-0.5179643953148769,-4.534455298532457,2.944339850134142,0.8756153700005598
-5.958570705273196,0.1587644740594527,-5.961834263474039,4.023080007614453,0.8969055739999021
-4.28838934719645,-1.0443090714948935,-4.233954463807926,2.40496977139398,0.9182531480000762
-5.731471746260265,1.2469157217259266,-5.012791871395006,3.414207378874707,0.9395651849999922
-5.655554411802225,-0.4073104034112731,-5.98941958424977,1.7190442742627852,0.9608584630004772
-6.946149097588812,-0.5576945966055717,-5.839169166887498,1.487885669088442,0.9822142769999118
-3.985373053725464,-1.0840392727856027,-2.6087851935986883,0.9485155903482791,1.003526592000526
-4.516794394931704,0.0438421761716085,-3.885913741177984,1.6419914058713232,1.0248277219998272
-5.88381351245198,1.2232520842003822,-6.317359792664533,1.975680533388484,1.0461567399997875
-8.61683755294122,-0.3557819443396823,-2.485974149926633,6.290641163309729,1.067570889000308
-5.807896177993939,-1.3332792001025808,-2.7113497759700493,2.206839138562799,1.0888873700005206
-5.958059856889118,0.3840836557152443,-4.314240444667572,3.1704202566148894,1.1102917959997285
-9.90576124870692,-6.458397134625031,3.048030006083682,8.332962438842117,1.1315929630000028
-6.261729194721266,-1.2701424694219554,-1.8351085581901143,4.095054677312305,1.1528939629997694
-6.255681298380097,-0.2219418871809466,-3.884373572654173,3.218794321561361,1.17424101800043
-7.166689311876514,-1.6505917225267268,-5.912754207044831,3.1417414531698995,1.1955454810004085
-5.420590619341713,-0.2971339837780817,-3.734123155291897,3.218794321561361,1.216841074000513
-6.166926215435936,-0.824111708464855,-6.077099152335549,3.041726274740043,1.23817186999986
-6.546512887726109,-0.3729591288819733,-5.400972274205333,1.5006689069110308,1.2594945549999466
-5.104083533023456,-0.3729591288819733,-3.673092474539217,2.271197590825522,1.280794703000538
-5.863256877603803,-0.9744959016591396,-4.499469770031709,0.6530873546050628,1.3021234440002445
-4.648579526275242,-0.824111708464855,-3.447716848495816,1.885933248868284,1.3234509809999508
-5.005877814437231,1.281051539721517,-5.105115331767188,1.7881964342057586,1.3447536290004791
-11.003347236621966,-7.44123166554742,3.008407205795418,9.339377536567966,1.3661500550006167
-5.840968493475604,-1.8018244207614629,-2.9264842800142503,2.5587251181202504,1.387482443999943
-5.081795148895253,-2.553745386732928,-0.9732288543047396,1.7111435658142966,1.4087939070004722
