rx,ry,lx,ly
0.3177418764270846,0.9102529792607977,0.3071734172183132,0.9306284206364892
0.3177418764270846,0.9102529792607977,0.3071734172183132,0.9306284206364892
0.32128127188544986,0.9012559496182778,0.3114556837443801,0.9218527854939252
0.31742663783691993,0.9093486996341047,0.30820167497347833,0.9283528936978602
0.28005307483711056,0.9474135122848957,0.355563677457757,0.8376489255936093
0.29577880728228556,0.9167709809863394,0.3333941962941487,0.8723948153046979
0.30219493693763455,0.8926616278321937,0.3217266263102758,0.8759829722048764
0.3054352413300602,0.8642121581052993,0.3079604762240962,0.878905703422876
0.29629092476331786,0.8447009870905802,0.3030016301009546,0.8501783559692375
0.2928291792856565,0.8423403343043578,0.30227948055805076,0.8397827410104328
0.29736883439322476,0.8281821306715418,0.30270822532686975,0.832226357621269
0.2949294848459349,0.8234192119042387,0.2957946241737797,0.8278054285764096
0.27785152801813473,0.8414216265854073,0.30934920793497755,0.788298462276396
0.29518352237079765,0.8178205262582927,0.3071786565831028,0.8005698187778475
0.2949275127161144,0.81256813125258,0.30379196523957347,0.8031444155603827
0.2931337536668095,0.8150733085722245,0.3022412391918247,0.7956412368134272
0.2925828925307786,0.812798931658964,0.3028723176516464,0.7964743779565849
0.2961104888551603,0.80635292007347,0.3021804780277616,0.7942450030640723
0.29343053237190125,0.800278475907381,0.29756283177880277,0.791851911214687
0.29605029906122066,0.7950311793408971,0.2968926595789502,0.7957305540975864
0.29256080427126296,0.801749200271193,0.2985802775260959,0.7901309273907986
0.2914653893742032,0.8002503533700849,0.2956519122190975,0.7954628237973954
0.28872850540019074,0.8005187365191326,0.2955420317032721,0.7923429947048045
0.29205175342012346,0.7979699918428336,0.29504330156483194,0.7917367472672783
0.2864850876005755,0.7992985312881268,0.29511174009627544,0.7847597830253538
0.2903317681388297,0.7803846188546325,0.29625586876939913,0.7787614003084754
0.2874666238432629,0.7899991101494215,0.29167114424402474,0.7841061141336055
0.28864478126395626,0.7856750373290529,0.2952587894488969,0.7748882353808761
0.287616003424712,0.7844618092625649,0.290676936922064,0.7751252801746938
0.28865779442643485,0.7753305228495267,0.2938196825370333,0.7737479564026557
0.2874823173154411,0.7787282220580412,0.2916354852026527,0.7722492593243915
0.2873373391174129,0.77738841615939,0.2897958056981164,0.7692439731832011
0.26660036511332275,0.8083928842953418,0.2989409542921153,0.6994590050382866
0.2827686797432302,0.7759141133049139,0.2925127369458191,0.7485860060267006
0.28262350033672784,0.7734744929451854,0.29045732201728386,0.7575945882047174
0.2840573247136079,0.7637194732643354,0.28692409732817376,0.7508467334525885
0.2814815968358101,0.7648708241305381,0.2891294059015488,0.7477780217631401
0.28246770387382364,0.7599944359449141,0.2900484000603494,0.7453811504214793
0.2771071407274962,0.7625223446604489,0.2857005831368546,0.7494517532256445
0.27862659896279046,0.7628648971333319,0.28314881742901443,0.7508215025591103
0.2769500626554901,0.7542566041489391,0.2854972545740508,0.7388785752102535
0.27474372626673554,0.752353274615204,0.28058987055710993,0.737483945676956
0.2731469500583291,0.7513514123337639,0.28032538338617974,0.735277547935288
0.2747447543524113,0.7496115605514282,0.28346805127076097,0.739340876347286
0.2712700896008952,0.7447743474121876,0.2789806929655871,0.735291749355892
0.2732487142421556,0.7363746791131136,0.27743035731627125,0.7269635763785149
0.26947371940722276,0.7404201761823607,0.27444588995036767,0.7363337618467167
0.2697173874421284,0.7468845245924043,0.2738462210519052,0.7362391058084522
0.2669870094724721,0.7343951545991475,0.2703914480495254,0.722376724253925
0.2698386783660636,0.7338589738726305,0.27286258004525527,0.7264971564871652
0.2691743160116027,0.727940724444606,0.27111076544381046,0.7279160109655549
0.2672062178786705,0.7449378581209848,0.2756461631711941,0.6971075402843709
0.2634554894060154,0.734480201335977,0.2683800696331637,0.7102799927423602
0.2631642603688659,0.7214809682554147,0.2671763182415362,0.7059395816674022
0.24902092269289208,0.7566126646284124,0.26385866970927613,0.6556720171337104
0.25980789150066075,0.7273830656978705,0.26577843496610937,0.6916529855777713
0.25778264190176015,0.7155159671211391,0.26180815920737627,0.6947997580565342
0.25551259225223105,0.7235246564679363,0.264158829310393,0.7043387180156631
0.25680665271756625,0.7119768434559923,0.26161005678955623,0.6941134609929018
0.25197182000701884,0.7079261104998713,0.25935795617628365,0.6963052486290492
0.25330020520269225,0.708320572855191,0.2556316384579691,0.6978190328529482
0.2516673158726432,0.7019639227314136,0.25470438752260244,0.6878266221840075
0.2513345764206893,0.7070189785385228,0.25289022967498487,0.6963110628970197
0.2502385757947147,0.7012713959143899,0.2537049380340561,0.6879889589316298
0.24973517313316604,0.6878986675121728,0.2507770642986404,0.6868069625127302
0.2369620695424092,0.7373722991935541,0.2448468887065497,0.6272558243230539
0.24503068971894112,0.7005619689487784,0.24868520746833017,0.6749533146033635
0.2426120128401458,0.6994910506641094,0.2440121817864529,0.669195376882938
0.2411641512955392,0.6913462968127015,0.24668774592603118,0.6770735352825483
0.23834965209231573,0.7113390506959059,0.23362425964736577,0.6213775229304571
0.2417940799621051,0.6893749039371304,0.2413380665247794,0.6575982986581842
0.23751202734445062,0.6995667203462601,0.24058521742008154,0.6593239767960347
0.23360732397943043,0.6798312381473774,0.2373514332226667,0.6644931247027854
0.23566967076492845,0.6729196750035416,0.23868861382244544,0.6610121813270972
0.23580576491153502,0.6754052593456632,0.23672903101269038,0.6596772102960557
0.233917071765258,0.6750679367223326,0.23529435770194312,0.6609518503542945
0.23216112191768162,0.6619020850597224,0.23259933608965358,0.6581267133482502
0.2306902357472533,0.6625727404055415,0.23527100188125782,0.6584928988991863
0.22698536515199008,0.6677080674314675,0.23016796667947578,0.6559613595992866
0.2290606269079396,0.66054336877272,0.23124067929246053,0.6586270062331268
0.2254655260977615,0.6596563055096256,0.2279039832754955,0.6458189562541625
0.22425200816826232,0.6585826572594412,0.22549093543729165,0.6531427704145677
0.22380431115909627,0.654532821017294,0.22388962776610818,0.6509866850630301
0.22224359415420822,0.6502624621983253,0.22508352044650926,0.6514658929713476
0.21914139979794336,0.6475766310424216,0.21914747923552944,0.6412299789792829
0.21878285963726465,0.6477732959398425,0.2186590922504431,0.6387823890889017
0.2157880118210873,0.6433673353755595,0.21962487499874941,0.6375793579680413
0.21504773427053775,0.6409173602650795,0.216385765556371,0.6390359236189224
0.21459067597316636,0.6421475444609401,0.2167761627033305,0.6417197463882567
0.21148063705826062,0.6370663746397474,0.21403747799241027,0.6372005790761026
0.2108691296802114,0.6372501872013485,0.2123313480675634,0.6291469327329147
0.21030531246299594,0.6307226182604323,0.21024069803388687,0.6271497817320999
0.2051559852355251,0.634854000445589,0.20372964794610726,0.6208092937210502
0.2050526725635914,0.6284312741997887,0.20554683764578197,0.6229643053136132
0.20328243885411085,0.6280451534187838,0.20579935838751942,0.6276860450671204
0.20527297904263275,0.6294769649730152,0.20626635135788277,0.6232553204433463
0.1993910746306967,0.6219376479055458,0.19976409934595293,0.6165658682183972
0.19706318534699493,0.6175060537888053,0.199402201102039,0.6147332612123518
0.19640913214277947,0.6180042317659917,0.19851990799367664,0.6173516720678631
0.19470339739739423,0.6195087393061214,0.19694350424791973,0.6184057503192798
0.18926069251870872,0.6111068337624438,0.19351818457520065,0.607783020213742
0.19125506532727957,0.6128624052453331,0.1948343828710152,0.6140150462170461
0.19180017729583093,0.6102949550395039,0.19156150282872325,0.6070844919223187
0.1862100542663805,0.6066028589412757,0.1889745540999907,0.6040907174359503
0.1847590184867832,0.6012860323405786,0.18214558154314137,0.596015186561054
0.18376475431757114,0.6041650254945399,0.18564555139264616,0.6038142559208017
0.18062392319613793,0.5992473347063555,0.18377158536653437,0.5992668153788566
0.18080085725476383,0.6015431864672747,0.17987338780177098,0.5975832471952041
0.17586301880790434,0.59376664879326,0.17342895159440241,0.5881910666550398
0.17448904919913538,0.594431507928656,0.17333726425382145,0.589263012332019
0.17265075589802215,0.5946467879074862,0.1711924326850518,0.5872301532482203
0.17475183595821417,0.5944021473784875,0.16943836678112847,0.5824909659759467
0.16881866200834797,0.5889724245968724,0.1690670801054326,0.5790911671461285
0.1640944190600381,0.5819414159632833,0.16191332949840478,0.5773174662084124
0.16645389487378603,0.581290049178419,0.16599264816037165,0.5786059089917402
0.1626645386477824,0.5782816472099584,0.161427002412224,0.5723212654081518
0.15906905303494323,0.5766096595032938,0.15963111559744952,0.5748823223349825
0.1626367089424457,0.5793311568167505,0.15754979078253706,0.5710670876240398
0.15789093626888356,0.5823290271939121,0.15145350053539486,0.5658697152685622
0.15441186536744192,0.5728712013311791,0.15233955140165897,0.5596192388392482
0.15356023776330383,0.569372598858292,0.14768653542090204,0.5598315160515779
0.15121726231812657,0.5691293488161259,0.1477710271146316,0.5578821185499725
0.1505343309934368,0.5613294048680828,0.1479983877921581,0.5575405138883577
