er,el,t
0.0049758804524493,0.0049758804524493,0.0
0.0049758804524493,0.0049758804524493,0.001473315000112
0.0974049371745268,0.0974049371745268,0.0228542780005227
0.1046801393108959,0.1046801393108959,0.0441707039999528
0.143105613588819,0.143105613588819,0.0654956300004414
0.1110064621358407,0.1110064621358407,0.0868191480003588
0.0867595736667361,0.0867595736667361,0.1081866670001545
0.0584471693255314,0.0584471693255314,0.1295574080004371
0.0391273756091145,0.0391273756091145,0.1509280000000217
0.0374242415247216,0.0374242415247216,0.1723370930003511
0.0226343768513364,0.0226343768513364,0.193710407999788
0.0277263250461621,0.0277263250461621,0.2150436480005737
0.0502609388082718,0.0502609388082718,0.2363441110001076
0.0315115340976718,0.0315115340976718,0.2576515370001289
0.0262914999839126,0.0262914999839126,0.2789482039997892
0.0289814033088614,0.0289814033088614,0.3002412780006125
0.0268186527515251,0.0268186527515251,0.3215384820005056
0.0200096840536856,0.0200096840536856,0.3428352410001025
0.0235149595371016,0.0235149595371016,0.3641365929997846
0.0183351959130509,0.0183351959130509,0.3854336109998257
0.0250301301895559,0.0250301301895559,0.4067324630004805
0.0236413842089514,0.0236413842089514,0.4280294629998025
0.0332963901629431,0.0332963901629431,0.4493292409997593
0.0306781381691,0.0306781381691,0.4706174630000532
0.032322568015296,0.032322568015296,0.4919087959997341
0.0226046205202231,0.0226046205202231,0.5132612409997819
0.0320499690551834,0.0320499690551834,0.5345757780005442
0.0277465411092502,0.0277465411092502,0.5558725740002046
0.0265125398948116,0.0265125398948116,0.5772694440001942
0.0174152018790223,0.0174152018790223,0.5985685929999818
0.0207790995403395,0.0207790995403395,0.6198693149999599
0.0289053220143016,0.0289053220143016,0.6411679439997897
0.0621029732171357,0.0621029732171357,0.6624911110002358
0.0272259357166628,0.0272259357166628,0.6838248889998795
0.0247942689715655,0.0247942689715655,0.7051393520005149
0.0245383256242458,0.0245383256242458,0.7264762960003281
0.0253597228724606,0.0253597228724606,0.7477695739999035
0.0206089345453234,0.0206089345453234,0.7690589260000706
0.0320139700260842,0.0320139700260842,0.7903847039997345
0.0324736680211488,0.0324736680211488,0.8116892960006226
0.0237538356466854,0.0237538356466854,0.8329854630001137
0.0309565054682069,0.0309565054682069,0.8543216289999691
0.0297957467272752,0.0297957467272752,0.8756153700005598
0.0282392423265024,0.0282392423265024,0.8969055739999021
0.0231317886445667,0.0231317886445667,0.9182531480000762
0.0245999616512572,0.0245999616512572,0.9395651849999922
0.0277834059946064,0.0277834059946064,0.9608584630004772
0.0342332799847195,0.0342332799847195,0.9822142769999118
0.0215683421638179,0.0215683421638179,1.003526592000526
0.0213483839584838,0.0213483839584838,1.0248277219998272
0.0251127130007811,0.0251127130007811,1.0461567399997875
0.0412356314362448,0.0412356314362448,1.067570889000308
0.0304164597164437,0.0304164597164437,1.0888873700005206
0.0268870718085616,0.0268870718085616,1.1102917959997285
0.0614443284818181,0.0614443284818181,1.1315929630000028
0.0320441579435065,0.0320441579435065,1.1528939629997694
0.0293004225174111,0.0293004225174111,1.17424101800043
0.0367570876137034,0.0367570876137034,1.1955454810004085
0.0256305095702421,0.0256305095702421,1.216841074000513
0.0299857858487575,0.0299857858487575,1.23817186999986
0.0306918657982487,0.0306918657982487,1.2594945549999466
0.0241296674323479,0.0241296674323479,1.280794703000538
0.0289618414889799,0.0289618414889799,1.3021234440002445
0.0231126991867852,0.0231126991867852,1.3234509809999508
0.0201810674384837,0.0201810674384837,1.3447536290004791
0.06699808947942,0.06699808947942,1.3661500550006167
0.0306138880121598,0.0306138880121598,1.387482443999943
0.0292157169788446,0.0292157169788446,1.4087939070004722
0.0299936677663001,0.0299936677663001,1.4301234989998193
0.04929091790997,0.04929091790997,1.4514495550001811
0.0282554595555427,0.0282554595555427,1.472760259000097
0.0374918834479024,0.0374918834479024,1.494065148000118
0.0262660095669787,0.0262660095669787,1.5153719440004352
0.0202607058020663,0.0202607058020663,1.5366650550004124
0.0226266981555247,0.0226266981555247,1.5579662030004329
0.0217200653650616,0.0217200653650616,1.5792848330002016
0.0187325591480494,0.0187325591480494,1.6005821290000313
0.0185619614887894,0.0185619614887894,1.6218838330005385
0.0314497914395525,0.0314497914395525,1.643177036000452
0.0258848838956014,0.0258848838956014,1.6644691470000907
0.0234288744581193,0.0234288744581193,1.6857558330002576
0.0219599906375506,0.0219599906375506,1.707074480999836
0.0279312733554182,0.0279312733554182,1.728375944000618
0.0234787218774887,0.0234787218774887,1.7496784069999194
0.0195739626187791,0.0195739626187791,1.7709938879997935
0.0195731699030664,0.0195731699030664,1.7923294250003892
0.0241171978716645,0.0241171978716645,1.81364229600058
0.0216534450727193,0.0216534450727193,1.8349757960004356
0.0224535521616979,0.0224535521616979,1.85627637000016
0.0164968586050397,0.0164968586050397,1.8775728139999048
0.0262142642167853,0.0262142642167853,1.8989274440000368
0.0206591302558673,0.0206591302558673,1.920232462000058
0.0213844443428893,0.0213844443428893,1.941590795000593
0.0255790646765076,0.0255790646765076,1.9629190360001303
0.0242555122028446,0.0242555122028446,1.9842170179999807
0.0265579210959051,0.0265579210959051,2.005509702999916
0.0269418166040792,0.0269418166040792,2.026806591999957
0.0220111716961931,0.0220111716961931,2.048101092000252
0.022006062045168,0.022006062045168,2.0693894440000804
0.0223130330855667,0.0223130330855667,2.090681073000269
0.0221518882836899,0.0221518882836899,2.1119797400006064
0.0247440576872373,0.0247440576872373,2.1332708690006257
0.0230940038727986,0.0230940038727986,2.154567018000307
0.0167133922442456,0.0167133922442456,2.1758610180004325
0.0217015905878589,0.0217015905878589,2.1971561099999235
0.0232234095675993,0.0232234095675993,2.218537462000313
0.0174190562498684,0.0174190562498684,2.239852202999828
0.0292708421938281,0.0292708421938281,2.261158461999912
0.0201347536575959,0.0201347536575959,2.2824850730003163
0.0297162876938652,0.0297162876938652,2.303793554000549
0.0287485715811184,0.0287485715811184,2.325116406000234
0.0298625153848919,0.0298625153848919,2.346437666000384
0.0219107590977676,0.0219107590977676,2.3677286840002125
0.0234340252693089,0.0234340252693089,2.389033166000445
0.0246372383586767,0.0246372383586767,2.410355869000341
0.0198147902956075,0.0198147902956075,2.431644277000487
0.0260886448994109,0.0260886448994109,2.4529370540003583
0.030528219425692,0.030528219425692,2.4742603880004026
0.029804963917501,0.029804963917501,2.495548740000231
0.0301509970608376,0.0301509970608376,2.51683975800006
0.0270787463255371,0.0270787463255371,2.5381612769997446
0.0252379361814413,0.0252379361814413,2.5594524990001446
0.0197575779453877,0.0197575779453877,2.58075146200008
0.0305089360572006,0.0305089360572006,2.6020500730001004
0.0302303326265822,0.0302303326265822,2.6233488509997187
0.0331700956360122,0.0331700956360122,2.644638091000161
0.0266518781674196,0.0266518781674196,2.665924906000328
0.0283968721629546,0.0283968721629546,2.687214999000389
0.0286467841211756,0.0286467841211756,2.7085116280004518
0.0257424375520924,0.0257424375520924,2.7298113320002813
0.0274121941066807,0.0274121941066807,2.751097072999982
0.0324478180905416,0.0324478180905416,2.7724009620005745
0.0339075872368823,0.0339075872368823,2.793695443000616
0.0377683789982624,0.0377683789982624,2.814982073000465
0.0283503151325041,0.0283503151325041,2.83627294300004
0.0304427708046355,0.0304427708046355,2.8575910910003586
0.0298239333329379,0.0298239333329379,2.878905831999873
0.0375546458424414,0.0375546458424414,2.90019964700059
0.0294189924034053,0.0294189924034053,2.921487665000313
0.0218832185996889,0.0218832185996889,2.942795683999975
0.0252512142266553,0.0252512142266553,2.964121480000358
0.0279827516383971,0.0279827516383971,2.9854297210004006
0.0302768688903369,0.0302768688903369,3.0067422210004224
0.0266109802759229,0.0266109802759229,3.0280404060004003
0.0270063970319689,0.0270063970319689,3.0493313500001022
0.0371942466093585,0.0371942466093585,3.0706274610001856
0.0334567521033986,0.0334567521033986,3.0919159240002045
0.0319011347435128,0.0319011347435128,3.113198406000265
0.0261035145856509,0.0261035145856509,3.134568905999913
0.0301907572928599,0.0301907572928599,3.1558707579997645
0.0278388569836381,0.0278388569836381,3.177157201999762
0.0308322876855064,0.0308322876855064,3.1985227579998536
0.029075045673576,0.029075045673576,3.2198127210003804
0.0269825684167776,0.0269825684167776,3.241143627999918
0.0229222070786733,0.0229222070786733,3.262482832000387
0.023081977188703,0.023081977188703,3.2837794060005763
0.0257450160889468,0.0257450160889468,3.30507418399975
0.0713850485404806,0.0713850485404806,3.326365795000129
