er0,er1,el0,el1,t
-1.1251536957985877,0.7573673585769285,-1.6619268956445694,1.634769403410857,0.0
-28.380030329433296,22.853907464510463,-28.91680352927928,23.731309509344392,0.0014548710000781
-26.012683390657784,23.45943232638892,-29.40197873143562,24.046252038080038,0.022781630000054
-36.38003032943331,11.954459950698308,-20.83055016000704,33.80947042888462,0.0440908340000305
-25.11472420698432,13.771034536333673,-23.01383856971056,26.014642842677738,0.0653988149999804
-21.60452012535167,13.241200282190022,-21.15400029477793,20.581884221988084,0.086716851999995
-14.829009921270044,10.592029011471794,-19.6176121546162,14.04682675072371,0.1080144449999807
-9.931050737596578,7.110261055670691,-15.33189786890192,9.007746290953593,0.1293141109999851
-6.175948696780253,0.7522500059469337,-6.679606763780626,3.653723302447844,0.1506092780000472
-3.4004384926985907,-0.5344903255447804,-6.679606763780626,-0.7554720998510049,0.1719535370000358
-3.799630835355849,0.4059475993955885,-5.238213815717806,-1.244455652017379,0.1932667780000656
-5.024120631274222,-2.8487485332011038,-4.510451012483308,2.219912164074572,0.2145966670000234
-4.245819633119993,1.58376755166465,-4.814167727074562,0.6358949410086439,0.2359031110000842
-5.864436724963007,0.8302974748368825,-5.551768261351128,4.757509007192255,0.2572097590000339
-3.4154571331262678,3.6308499610247225,-6.522118665663811,3.8914170531692633,0.2785064450000618
-2.190967337207887,2.495490845002635,-5.470905727658419,4.127623949720984,0.2998106480000615
-3.421817067150272,1.523522696837233,-5.177689227335094,4.006087629840351,0.3211145190000479
-2.278959924293133,3.794240928881436,-3.964751221944255,4.793443951679436,0.3424112220000097
-0.5646742100074107,4.097003359820661,-1.781462812240754,4.478501422943793,0.3637149630000067
0.5781829328497281,3.037334851533373,-1.2962876100844198,4.95091521604725,0.3850107040000239
0.9047135450946372,2.8859536360637605,-0.3259372057717371,4.635972687311607,0.4064168890000701
-0.749041668400551,5.234380691425045,-2.3924764007840764,5.134329888097426,0.4277244260000543
-3.4429192194209435,-1.123630358298712,2.701863221857444,10.488352876603171,0.4490454259999978
-1.07557228064546,2.660900028441617,-0.5326381258514488,7.653870117982478,0.4703405000000202
-1.07557228064546,0.9200160505410652,1.084612548002994,5.842950577752589,0.4916348149999976
-0.6674090153393166,0.7686348350714525,1.7315128175447825,4.583180462810063,0.5129590190000499
-2.2504212383590385,3.0180178060021774,-1.5588540454441429,5.294391083451856,0.5343104260000473
-5.025931442440694,0.0660841043447106,0.1392591621030234,7.656460048969095,0.5556064260000539
-2.413686544481507,2.639564767328139,-1.397128978058717,5.215655451267935,0.5769035740000845
-3.923096799447301,3.1902063219084056,-3.482588520664102,5.263432968253738,0.5982031480000387
-2.7802396565901546,2.28191902909073,-3.563451054356804,5.499639864805459,0.6194971109999869
-6.336189793714219,3.699169153005755,-5.978084287360716,5.190796129572718,0.6408525550000377
-4.458638773306049,2.412428821514041,-6.2206718884389005,4.324704175549726,0.662210277999975
-3.642312242693784,1.7312133519007773,-5.8163592199752685,3.931026014630192,0.6835462220000181
-1.2749653039183002,1.8825945673703897,-5.492909085204403,3.458612221526735,0.7048672959999749
-1.7647612222856497,-0.0096706259997603,-5.978084287360716,2.828727164055479,0.7261659440000585
-2.1407378783423567,1.6619417244854873,-6.374854166366994,1.8415981669824648,0.7475002410000116
