t,dt_r,dt_l
0.0,0.0,0.0
0.0014548710000781,0.7654311658465532,0.09729702825779188
0.022781630000054,4.575252685657052,4.0044326398564225
0.0440908340000305,3.296265077355807,1.8767072800352338
0.0653988149999804,0.8834229590253215,0.4960297027444681
0.086716851999995,1.489213994826816,0.7437786615311748
0.1080144449999807,0.9001050735863216,0.6695765522016459
0.1293141109999851,0.667686952421759,1.6424014535226483
0.1506092780000472,0.5469584185461334,0.7209056981486313
0.1719535370000358,0.46829379492530304,0.7635902194280714
0.1932667780000656,0.7804932194627954,0.7122162563752178
0.2145966670000234,1.2221195980843627,0.3605242401500476
0.2359031110000842,0.23419356507414285,0.8354548271169847
0.2572097590000339,0.9925383375397981,0.36198332237044467
0.2785064450000618,0.20313420077567285,0.29198736237061595
0.2998106480000615,0.2590415285916361,0.539948753898721
0.3211145190000479,0.6084112038683351,0.4058270196961459
0.3424112220000097,0.46026806294510514,0.5022796266168756
0.3637149630000067,0.18946471508684382,0.18570113324008208
0.3850107040000239,0.06315034651446268,0.2031739858273901
0.4064168890000701,0.3569142024180478,0.09433481128786754
0.4277244260000543,1.574580102724234,2.0249367874933912
0.4490454259999978,1.0976072842478648,1.2136168350771561
0.4703405000000202,0.2853624410987395,0.26213428368200287
0.4916348149999976,0.08070428444349788,0.13637161544203844
0.5129590190000499,0.3556930147040612,0.26309225338063075
0.5343104260000473,1.0587013443684552,0.7526063584139091
0.5556064260000539,0.9649898777998396,0.7272689043916003
0.5769035740000845,0.18338024817752582,0.14345317409732591
0.5982031480000387,0.1926381505268541,0.027713892593678503
0.6194971109999869,0.21279961923700333,0.23057710900025394
0.6408525550000377,0.3235699822198824,0.18741955614882827
0.662210277999975,0.1354440674721222,0.06623837257981274
0.6835462220000181,0.5655185469074074,0.05759453939291377
0.7048672959999749,0.39724325289660384,0.20089858781724654
0.7261659440000585,0.5568421557016633,0.35722826456459505
0.7475002410000116,2.813347223903553,2.5831214126754545
0.7687948149999784,2.460309195079441,2.3573976397317606
0.7901321479999979,0.4343295010624897,0.5468477264349305
0.8114326290000236,0.08529067853904584,0.37206747617978814
0.8327257780000537,0.34465638933662823,0.22772243940198827
0.8540618150000228,0.25445459042967516,0.15883253616761847
0.8753764809999893,0.12860432062288596,0.4241914204636433
0.8966799440000841,0.48813608287361476,0.10943795599327441
0.9180243519999748,0.14871960123435807,0.09541130785518691
0.9393172960000128,0.11513101169594388,0.5085506287281465
0.960615333000078,0.23545281406740765,0.09308486919753313
0.9819390740000244,0.49469454998559903,0.29145255128639946
1.003239184999984,0.1093792661707516,0.23230810795811183
1.0245340920000672,0.10659030852858047,0.23881273867247368
1.045852759000013,0.06801205987269152,0.2389722427191032
1.067139963000045,0.5421389968192003,0.26436184307994537
1.0884336660000145,0.12027783497121487,0.14411992137278865
1.109758888999977,0.23402320580306593,0.0453072647420851
1.131047833000025,0.467654440406736,0.23189266599346603
1.1523384440000657,0.256185497786721,0.39615911274153265
1.1736361850000776,0.11494840280964332,0.2106423959193976
1.1949277400000256,0.19620120704423075,0.28124564306503014
1.216216906999989,0.11038215632907344,0.3197799733857893
1.2375343140000723,0.5417296473059364,0.1887793616178811
1.2589275740000403,0.14007305548190968,0.45707565426065005
1.2802266480000526,0.38348601932140136,0.07869024699628205
1.3015277220000598,0.35973250840517507,0.04997496444494088
1.322835148000081,0.12364239847844266,0.24427996002558253
1.344141981000007,0.24192228277533775,0.17480467367088093
1.365548074000003,0.23504375286552204,0.07972867407937588
1.3869246479999902,0.3012270604013395,0.2806250800179931
1.4082951660000165,1.5686947084503742,2.0604264805831543
1.4296517590000803,1.3562642758958359,1.6061610043481185
1.4509682400000656,0.18613222966211423,0.08060188892967148
1.4722600180000427,0.19867581484460753,0.3910672322417381
1.4935593330000074,0.4251199757727732,0.4721215753178802
1.514846110999997,0.13579841376258545,0.17477876937636547
1.536136999000064,0.15760126892487614,0.22812082654807714
1.557425925000075,0.26900171909681586,0.5384371015464898
1.5787163329999885,0.1862863299579507,0.256087248267875
1.6000509990000182,0.08751014003587415,0.23235565109877115
1.621357777000071,0.12691368371736406,0.13611863330702806
1.642654685000025,0.13503502493492986,0.3288628013423505
1.663954444000069,0.36020802295809606,0.2990365714178698
1.6852530730000126,0.2980164272726726,0.23360404521426467
1.7070425730000809,0.3339269246272528,0.3147835468728967
1.7285507400000597,0.19572545697215482,0.42964130747941975
1.7498879250000527,0.476655056669427,0.2374920468984416
1.771211092000044,0.24543378726729367,0.033051521251929304
1.7925530549999849,0.4116593940168214,0.17326374425206223
1.813863351000009,0.14208985085338321,0.23393945144189154
1.8351679250000643,0.26825914018329333,0.37388335765583236
1.8564757960000409,0.05029133645439952,0.2456833346859075
1.8777932030000104,0.02481093054964626,0.2633969670811978
1.8990910730000223,0.12031186375715103,0.0872974465213768
1.920392665999998,0.4609114733159136,0.3167733271713304
1.9416965550000211,0.1958492994759624,0.3180113936073809
1.963013757999988,0.09505116662852495,0.24559974478497607
1.9843109990000585,0.10446665199524299,0.0823074187055986
2.005607220999991,0.6874863083194331,0.102882807089421
2.0269067030000087,0.08342956020639206,0.09483151291645463
2.048204166000005,0.18866595809389652,0.34695031461067666
2.069510795000042,0.09588454943958734,0.2615571750121758
2.09080622099998,0.12626994662952076,0.3745340847144533
2.1121013690000154,0.08619164862617185,0.4234349285304358
2.133401925000044,0.13739118159226718,0.17771368571490162
2.154707184000017,0.23822387928501323,0.11933959933113619
2.1760048140000663,0.11650802391591815,0.1446585456379833
2.1973579799999925,0.09650162264624594,0.4021954063700747
2.218681683999989,0.3006501294401221,0.115451352880521
2.2399917579999737,0.24026724228313784,0.39856728161969424
2.261289388000023,0.5971950782014053,0.1084145843716429
2.282590961999972,0.10514217694377927,0.10563354421859042
2.303910295000037,0.10583136129566646,0.06797534359008027
2.325246665999998,0.23449189253044145,0.09294697616646447
2.3465670540000474,0.01703817610674668,0.20370152504459074
2.3678664990000016,0.33924589298948615,0.10555314848451275
2.389167498999996,0.3965662954542285,0.3507821772072321
2.4104822400000785,0.24039954693349963,0.38969246256000994
2.4317822579999984,0.20199198897971993,0.30267569679913414
2.4530855730000667,1.795434419311629,2.38896692487015
2.4743809990000045,1.3406648740993352,1.7122639942589188
2.4956739799999923,0.12952113833647882,0.2373617975380366
