r0,r1,l0,l1,i1,i2
13.59183673469387,99.97502774694783,13.56923076923077,99.88939051918736,21,21
12.122448979591837,99.36681465038846,14.756043956043953,98.11117381489842,21,21
10.0,99.89900110987791,10.483516483516482,99.5028216704289,22,22
8.204081632653057,101.03940066592675,9.534065934065936,100.12133182844244,23,23
8.530612244897952,100.65926748057714,9.454945054945057,99.3481941309255,23,23
6.408163265306129,102.94006659267481,6.606593406593404,100.97178329571106,24,24
7.224489795918373,100.81132075471699,6.843956043956041,102.36343115124153,24,24
6.08163265306122,101.5715871254162,6.131868131868131,101.51297968397292,25,25
3.142857142857139,101.72364039955605,3.9956043956043885,102.51805869074492,25,25
3.3877551020408134,101.64761376248613,4.074725274725282,100.89446952595937,25,25
3.142857142857139,102.2558268590455,2.6505494505494482,100.58521444695259,26,26
0.2857142857142918,102.63596004439512,1.7010989010989022,102.28611738148985,26,26
-1.8367346938775455,101.87569367369589,0.5142857142857196,101.97686230248307,27,27
-2.08163265306122,102.40788013318534,0.039560439560446525,101.74492099322799,27,27
-3.3877551020408134,102.63596004439512,-2.175824175824175,101.6676072234763,28,28
-3.8775510204081627,101.79966703662598,-2.334065934065933,102.59537246049662,28,28
-3.4693877551020478,102.02774694783574,-3.4417582417582366,102.59537246049662,29,29
-3.551020408163268,102.94006659267481,-3.9164835164835097,103.8323927765237,29,29
-5.755102040816325,101.95172031076582,-5.657142857142858,102.36343115124153,30,30
-7.142857142857139,102.2558268590455,-8.109890109890117,101.35835214446952,31,31
-6.816326530612244,103.16814650388457,-8.980219780219784,102.20880361173815,31,31
-6.897959183673464,103.39622641509433,-8.901098901098905,101.51297968397292,31,31
-8.204081632653057,103.85238623751387,-9.92967032967033,101.97686230248307,31,31
-8.285714285714292,102.63596004439512,-9.454945054945057,101.97686230248307,31,31
-9.51020408163265,102.40788013318534,-11.591208791208786,101.74492099322799,32,32
-7.551020408163268,104.3085460599334,-17.446153846153848,96.79683972911964,32,32
-6.408163265306129,103.70033296337402,-13.331868131868134,99.27088036117381,32,32
-10.816326530612244,102.2558268590455,-14.756043956043953,98.03386004514672,33,33
-10.897959183673464,102.02774694783574,-14.835164835164832,99.58013544018058,33,33
-13.91836734693878,102.48390677025527,-15.230769230769226,100.35327313769751,34,34
-13.020408163265301,102.48390677025527,-16.02197802197803,99.88939051918736,34,34
-14.40816326530613,101.64761376248613,-17.28791208791209,99.4255079006772,35,35
