t,dt_r0,dt_r1,dt_l0,dt_l1
0.0,nan,nan,nan,nan
0.00144222300014,nan,nan,nan,nan
0.0227885560000231,nan,nan,nan,nan
0.0441078520000246,nan,nan,nan,nan
0.0654138890001831,nan,nan,nan,nan
0.0867291850001947,nan,nan,nan,nan
0.1080322220000198,nan,nan,nan,nan
0.1293270740000025,nan,nan,nan,nan
0.1508268340000995,nan,nan,nan,nan
0.1721316300001945,nan,nan,nan,nan
0.1934588890001123,nan,nan,nan,nan
0.2147651300001598,nan,nan,nan,nan
0.2362582410000868,nan,nan,nan,nan
0.2575743890001831,nan,nan,nan,nan
0.2788880370001152,nan,nan,nan,nan
0.3001969820002159,nan,nan,nan,nan
0.321536111000114,nan,nan,nan,nan
0.3428465560000404,nan,nan,nan,nan
0.3641481850002037,nan,nan,nan,nan
0.3854392220000591,nan,nan,nan,nan
0.4068553700001303,nan,nan,nan,nan
0.4281479260000651,nan,nan,nan,nan
0.4494470740000906,nan,nan,nan,nan
0.4707427590001316,nan,nan,nan,nan
0.4920380190001197,nan,nan,nan,nan
0.5133670930001699,nan,nan,nan,nan
0.5346545560000777,nan,nan,nan,nan
0.5559404630000699,nan,nan,nan,nan
0.5772380740002063,nan,nan,nan,nan
0.5985341670000253,-76.68878405977777,45.71026036788351,-79.28440444333945,48.057817798893744
0.619823500000166,-77.9556743201719,45.82268109633556,-79.14909410106327,50.713648807737975
0.6411159070000849,-80.64493381758342,46.466358432727255,-80.76075784619191,54.74584353770481
0.6624405930001558,-94.05074163312447,34.10974734904987,-63.574806712531796,69.37445228328201
0.6837635740000678,-87.12047799616828,39.49806569551835,-76.5158739071242,53.23306713648488
0.7050649070001782,-75.73459124392059,35.445224035335215,-73.03294218540742,44.270417339207754
0.7263709630001358,-67.96339619405323,34.5035123903414,-75.77781097911846,34.36170609671564
0.7476709439999922,-62.12196525260415,29.523134639980885,-67.89169763788875,29.296599992585016
0.7689588890000323,-55.207952960581366,21.423591161694308,-57.596758617529595,28.685285840824676
0.7902512960001786,-55.336903061774194,21.90012763809999,-57.10249336020989,20.33429752873148
0.8115432590000182,-53.61130333106749,21.703372705718365,-59.737469803431736,20.382333928672107
0.8329114810001101,-55.94354029271053,22.83909725783928,-55.83153531214555,23.467698728406926
0.8542157589999988,-51.587295725087465,23.070369990905448,-51.98134607435926,23.688728107429526
0.8768443330000082,-52.23977937773193,21.24087374946735,-53.96673043333351,25.341347857653627
0.8982005920001939,-57.74331998525099,22.674555634973032,-55.2253229446308,26.680180306758196
0.9195477030000349,-51.23476975608626,23.383355436470403,-52.499462694956364,27.641853214994075
0.9408980000000612,-48.02016928833506,21.290739294339836,-48.894513614575196,27.457098223472805
0.9622042400001192,-50.509939693709626,23.758199725044058,-54.64257112319499,28.99251189922985
0.9835376850001012,-50.31712497309153,25.333842673449904,-54.21517948096398,29.149397153189312
1.0048447220001435,-45.36910610437864,24.75694624516121,-52.1484204206472,29.170364129083538
1.026136444000031,-45.47930355517846,23.67656816568386,-48.16600225699044,26.981221602105887
1.0474364070000777,-49.34892146012339,23.63315188213207,-52.403434308996864,27.294055974857493
1.0687755000001289,-47.65081972926861,26.88882673646172,-56.70929067718362,29.642891677521714
1.0900755740001389,-47.07225175029554,23.286088739080885,-52.67146518550893,26.459136130664657
1.1114062220001415,-50.83608743124821,25.932680457595033,-56.08083104756066,26.371721323129947
1.1327098520000618,-45.86730220312284,22.72709800187456,-55.105627480803484,28.920086491589075
1.1540076109999973,-46.123031752382204,24.03609341999802,-55.477368343457705,26.621116362961857
1.1753052770000068,-52.30731318845534,23.763500814413568,-55.0257232734839,29.36146816484284
1.1966339630000675,-51.38904063905044,22.858490884751287,-58.72864644329598,22.519064224816187
1.2179201660001129,-48.58626725731114,22.802982659570176,-55.61965179667963,17.75410696665782
1.2392581850001534,-52.233755301479,21.59437558528019,-54.701383741425076,23.7698563940942
1.2606169070002124,-54.40866464888208,20.34025754825708,-56.81962281154653,20.68461856769715
1.2819220370001858,-51.62099496135195,17.49299652572729,-54.11948256972507,17.3050947571773
1.3032180180000523,-51.5222036601557,15.440390734779456,-57.47688332917979,15.097881633135389
1.324554833000093,-48.76212043863249,14.979303982911684,-52.82923084654257,16.079176378446515
1.345871703000057,-47.64543382604041,14.237469238318468,-55.193050677709714,13.271967421084916
1.367231296,-47.453716065794524,14.612827854732206,-51.92826001244511,16.068371600838038
1.3885625000000346,-49.70861039415486,12.496062524599942,-55.238779310063805,13.917870778097555
1.409856665999996,-48.89682113590696,10.938847011534778,-55.93034258550258,7.738463957124623
1.431170462000182,-45.892033207697324,14.128095731544194,-58.44173921180227,11.71114804190083
1.452516037000123,-45.335314969142594,13.082864357546367,-51.36692567142941,10.885383447090431
1.4738236290002078,-46.23382909668899,12.01363784228904,-53.476408529345,10.281658071114004
1.4951291110000966,-45.42030822970296,8.436460880453403,-51.81330494120436,8.8209605044044
1.5164567400001945,-45.22989621755515,9.995476086641643,-53.621309818282796,6.050416501440503
1.5377538330001244,-35.78252746719729,11.54480456638833,-58.83473266241093,-1.4524030971095867
1.5590464809999958,-36.171354555202385,9.760994290101698,-51.286831721054,3.389450585678093
1.5803359250000997,-41.652055926231306,7.117734918204814,-51.97541657640239,-0.24127461103472128
1.6016985180001484,-39.60796358331266,5.116714027422684,-48.29616204674899,2.1781423722174558
1.6229956850002054,-40.62332358733514,5.829701009555794,-46.80231388044502,2.4197542772422795
1.6442964070001835,-41.685919751711786,3.9299551779025936,-46.352224690412164,0.0
1.6655763700000534,-41.48688933519341,3.5665690443159495,-50.10830681124069,2.0552723119558993
1.6868928330000017,-38.212820605558534,0.47610173891721175,-44.22148434471916,-1.3314459182868175
1.708184259000063,-37.69721960542181,1.071104101328426,-44.587897817521075,-0.12102643532693617
