t0,t1
80.4937525970196,46.317817662851525
49.778312424298456,75.65653946797518
27.015582213660373,84.29640032894224
5.444086226935176,88.15999965272731
-12.063535245886369,83.97487825669944
-22.598637478998256,69.94420235525402
-22.30085853856529,40.517058575123336
-13.424409130332617,0.0
-13.424409130332618,0.0
-7.6948311790243835,0.0
-1.965253227716151,0.0
3.7643247235920816,0.0
9.493901935510646,1.4787793323740617e-06
15.223479886818883,1.4787793323740617e-06
20.953058577516778,0.0
26.682636528825007,0.0
32.41221374074357,1.4787793323740617e-06
38.14179243144147,0.0
46.73615935840374,5.72957795130839
49.60094833405792,11.459155902616551
52.46573730971204,17.188733853924713
55.33052628536618,22.9183118052329
58.19531526102032,28.64788975654111
61.06010423667441,34.3774677078494
63.92489321232853,40.10704565915761
66.78968218798263,45.83662361046587
69.65447116363677,51.56620156177406
72.51926013929089,51.56620156177406
75.38404911494499,51.56620156177411
78.2488380905991,51.56620156177411
81.11362706625324,51.56620156177406
