x,y
0.35737559751456344,0.8568060276106365
0.3156653870353992,0.7568060276106365
0.3118158091447236,0.7475766858105068
0.3077067750684542,0.7384598969591593
0.30335947526815304,0.7294542884596573
0.2987916500826176,0.7205585044540518
0.29401845626842715,0.7117712056192462
0.28905305319619434,0.703091068965353
0.2839070159155475,0.6945167876365073
0.2785906360142922,0.6860470707141109
0.2731131468376133,0.6776806430224753
0.2674828960188601,0.6694162449368354
0.26170748027796575,0.6612526321937032
0.2557938525484419,0.6531885757035362
0.24974840838876242,0.6452228613656882
0.24357705660304813,0.6373542898856188
0.23728527763171636,0.6295816765943307
0.23087817233453156,0.6219038512700096
0.2243605031296473,0.6143196579618387
0.2177367289808655,0.6068279548159626
0.2110110353824022,0.5994276139035728
0.204187360237139,0.5921175210510902
0.1972694163346317,0.5848965756724184
0.19026071099127986,0.5777636906032425
0.18316456330468509,0.5707177919373493
0.17598411938864664,0.5637578188649426
0.16872236588823436,0.5568827235129311
0.16138214202143328,0.5500914707871637
0.15396615035166678,0.5433830382165885
0.14647696646162495,0.536756415799313
0.13891704767141588,0.5302106058505409
0.1312887409217314,0.5237446228523636
0.12359428992441557,0.5173574933053835
0.11583584166772848,0.5110482555821471
0.10801545235107575,0.5048159597823648
0.10013509281353185,0.49865966758989694
0.0921966535117324,0.49257845213148355
0.08420194909533929,0.48657139783719716
0.0761527226220454,0.48063760030259717
0.06805064944878643,0.4747761661525655
0.05989734083130613,0.46898621290680254
0.0516943472603478,0.4632668688469635
0.043443161559416285,0.45761727288541515
0.03514522176618129,0.45203657443559303
0.02680191381710644,0.44652393328393947
0.018414574052728394,0.4410785194634036
0.009984491559128745,0.43569951312848404
0.0015129103594971483,0.4303861044317952
-0.006998968531756708,0.4251374934021392
-0.0155499851811507,0.4199528898240643
-0.024139018924461207,0.41483151311889277
-0.03276498666214629,0.409772592227199
-0.041426841253642155,0.4047753654927209
-0.05012357000308805,0.39983908054768774
-0.05885419322972302,0.3949629941995452
-0.0676177629168117,0.39014637231906296
-0.07641336143350437,0.3853884897298061
-0.08524010032452717,0.3806886300989548
-0.09409711916303812,0.37604608582945537
-0.10298358446238019,0.3714601579534864
-0.11189868864281814,0.3669301560272244
-0.10699970306719303,0.3845767734768278
-0.06798703267651633,0.3758201382771536
-0.028295058328860964,0.37100201795727544
0.011679630888513632,0.3701705535827706
0.051537621094822864,0.3733340528708237
0.09088066442722517,0.3804609071822622
0.12931565820182422,0.39147990734463123
0.16645857266574404,0.40628095515070534
0.20193828809547623,0.42471616342338225
0.2354003029024816,0.4466013336554711
0.29458874600913415,0.5001522578434129
0.31885638772188224,0.5318069475483131
0.33890663575201274,0.5661147102577013
0.3544202815368445,0.6024555475237253
0.36517231414558027,0.64017016547499
0.3710366651237076,0.6785743891097689
0.37198875128125475,0.7169741204413178
0.3681057590402988,0.7546805055847555
0.35956466462510206,0.7910249712173666
0.35806449182776545,0.8089694387151942
0.355669344277242,0.8268165029111253
0.3523852085950392,0.8445215554392412
0.3482202934100178,0.8620403428888348
0.34318500884109454,0.8793290774148903
