x,y
0.1770358966798723,0.8863376746350553
0.14746384915559074,0.7863376746350553
0.144628042437976,0.7767481907980425
0.1414232013253151,0.7672756518858712
0.13789528777662852,0.7579186317409216
0.13407840264801069,0.7486757215977395
0.12999923618513598,0.7395455298709378
0.12567946974456104,0.7305266819456825
0.12113720397609953,0.7216178199707352
0.1163878697934412,0.7128176026540188
0.11144484122467144,0.7041247050606771
0.10631986535056484,0.6955378184135957
0.10102337431921588,0.6870556498963568
0.09556471820953831,0.6786769224585963
0.08995234296038944,0.6704003746237354
0.08419392908032731,0.6622247602990556
0.07829650167198111,0.6541488485880915
0.07226651903153414,0.6461714236053099
0.0661099449501658,0.63829128429305
0.059832308415342796,0.6305072442406958
0.05343875342973764,0.6228181315060531
0.04693408097892644,0.6152227884389061
0.040322784688821695,0.6077200715067244
0.03360908135784271,0.600308851122496
0.026796937286356667,0.5929880114746606
0.019890091129669614,0.5857564503591159
0.012892073852226602,0.5786130790132731
0.0058062262468128725,0.5715568219521356
-0.0013642856056319827,0.5645866168063779
-0.008616456628941335,0.5577014141623977
-0.015947430545179775,0.5509001774043197
-0.023354488959753936,0.5441818825579255
-0.030835041564065354,0.5375455181364874
-0.03838661730969784,0.5309900849884814
-0.046006856431005126,0.5245145961471585
-0.053693503211702104,0.5181180766819492
-0.06144439940650661,0.5117995635516815
-0.06925747824168026,0.5055581054595879
-0.07713075892898585,0.4993927627100807
-0.08506234163651655,0.49330260706727486
-0.0930504028673744,0.4872867216152349
-0.10109319120353784,0.48134420061992716
-0.10918902337765973,0.4754741493928549
-0.11733628064014516,0.46967568415635663
-0.12553340539280247,0.4639479319105474
-0.13377889806375087,0.4582900303018822
-0.14207131420119087,0.45270112749332264
-0.15040926176617425,0.447180382036087
-0.15879139860670566,0.44172696274296397
-0.1672164300974215,0.4363400485631717
-0.17568310693076178,0.4310188284587428
-0.184190223047015,0.42576250128241666
-0.1927366136919006,0.4205702756570213
-0.20132115359148714,0.41544136985632596
-0.209942755235243,0.41037501168734636
-0.21860036725890186,0.40537043837408604
-0.2056755811335471,0.4269292269438014
-0.17039813249798902,0.40810985583854625
-0.13341812204864487,0.3929063714287751
-0.0951050418259583,0.3814706819051068
-0.055841703462893855,0.3739170488971253
-0.016020413257641194,0.37032094580894737
0.02396094762123728,0.37071830371391634
0.06370289863192058,0.37510515234319497
0.10280835133685239,0.38343765975537875
0.14088657697914905,0.39563257029076593
0.17755711051518064,0.41156803643438833
0.21245355209552189,0.4310848362761038
0.24522722801113203,0.45398796440329003
0.30274208757947463,0.5093324691675931
0.326025513612853,0.5417179579976236
0.3450120083456553,0.576625665541298
0.3594015666391516,0.6134260768277353
0.3689895440541257,0.651453294731746
0.37367095650046833,0.6900195932693554
0.3734425621579436,0.7284304468189815
0.3684026796020194,0.7659996987832018
0.35990296291646334,0.7840944934497135
0.34963924423557124,0.8012503337554941
0.3377140752436683,0.817295804215175
0.3242466082873848,0.8320705837918507
0.3093714058447953,0.8454270477718836
0.2932370960216177,0.8572317427822453
0.27600488750831187,0.8673667202125057
0.25784695883613157,0.8757307147183596
0.23894473802615634,0.8822401560314737
0.21948708982047563,0.8868300039659823
0.19966842860811762,0.8894543982785261
0.17968677590073753,0.8900871168886435
0.15974178176713136,0.888721837881131
