t0,t1
65.28900906097027,116.04315296740383
28.094154299572434,136.45584455309395
23.89225129188996,137.5583428339458
19.60551361837364,138.58177700994105
15.239393188566956,139.50711663807752
10.804039277537244,140.31827114825734
6.3146848846555335,141.0011914656458
1.7917783373575147,141.5435962610206
-2.7392588300282483,141.93499813919274
-7.248731936713214,142.1668685469336
-11.703847676523273,142.2328382118376
-16.070290000855913,142.12885723715212
-20.31403496298901,141.85326047328533
-24.40318107231952,141.40670735294606
-28.309560768269687,140.79199089525835
-32.009942721402574,140.01373405399198
-35.48671890035944,139.0780083754056
-38.72806715230064,137.99191727245088
-41.727661846673016,136.7631842702493
-44.4840548088016,135.3997779267945
-46.9998631535215,133.90959341429988
-49.280887293244845,132.3001992249726
-51.33525347538401,130.57864823029945
-53.172642015129476,128.75134617456686
-54.80363261768439,126.82396745791401
-56.239175498741474,124.80140709331302
-57.49018203819156,122.6877582098506
-58.56722033901029,120.48630572295068
-59.48029756659862,118.19952828644695
-60.238710593209625,115.82910205168034
-60.85094787688387,113.37590089873997
-61.324627674170486,110.83998858147304
-61.66645998168651,108.22059859530816
-61.882221644031084,105.51609750005346
-61.976735642295466,102.72392685319333
-61.95384656299957,99.84051772725238
-61.81638453740546,96.86116980455154
-61.56610939235083,93.77988392649033
-61.20362511479082,90.58913214156543
-60.72825154326899,87.27954174309859
-60.13783461547067,83.83945774588177
-59.42846695063077,80.25432851082195
-58.59407402992141,76.50582573471789
-57.625791802287615,72.5705508246634
-56.511006738304005,68.4180698401646
-55.231821434547605,64.00780319243181
-53.76248093108802,59.28384031009762
-52.064768949138625,54.16569750709265
-50.079021931455515,48.530314603973494
-47.70428872527241,42.172345751574134
-44.745467771818106,34.698407950291134
-40.716659724193974,25.133762878141507
-32.80970426838399,7.859369356463967
-29.588248024631664,0.0
-30.275632600058312,0.0
-30.943258861260077,0.0
-30.943258861260073,0.0
-25.21368090995185,0.0
-19.484102958643614,0.0
-13.754526052990277,2.0913097889250194e-06
-8.024947056027148,0.0
-2.2953698441085844,1.4787793323740617e-06
3.4342088465893146,0.0
9.163786058507881,1.4787793323740617e-06
14.893364009816116,1.4787793323740617e-06
20.622941961124347,1.4787793323740617e-06
26.352520651822246,0.0
32.08209860313047,0.0
37.811676554438705,0.0
46.406043481401085,5.729577951308187
49.270832457055185,11.45915590261645
52.13562143270925,17.188733853924788
55.00041040836339,22.918311805232975
57.86519938401755,28.64788975654111
60.72998835967161,34.377467707849476
63.59477733532575,40.10704565915766
66.45956631097987,45.83662361046587
66.45956631097988,51.56620156177406
66.4595663109799,57.295779513082294
66.45956631097987,63.02535746439054
66.45956631097988,68.75493541569878
66.45956631097988,74.484513367007
66.45956631097985,80.21409131831528
66.45956631097988,85.94366926962348
66.45956631097988,91.67324722093173
66.4595663109799,97.40282517223993
66.45956631097988,103.13240312354822
66.45956631097988,108.86198107485643
66.45956631097988,114.59155902616465
66.45956631097985,120.3211369774729
